10000e	10000:a
kraken	kraken
kreuzer	kreuzer
krill	krill
kriss	kris
krugerrand	Krugerrand
krypton	krypton
kuhli	kuhliål
kuksa	kåsa
kung-fu	kung fu
kurde	kurdiska
kurtosis	kurtosis
kuru	kuru
kyste	cysta
kyudo	kyudo
kéa	kea
kébab	kebab
kératocône	keratokonus
kétoupa	fiskuv
la carotte et le bâton	piska och morot
la curiosité est un vilain défaut	nyfiken i en strut
la goutte d’eau qui fait déborder le vase	droppen som fick bägaren att rinna över
la majeur	A-dur
la meilleure défense, c’est l’attaque	anfall är bästa försvar
la mineur	a-moll
la montagne a accouché d’une souris	göra en höna av en fjäder
la nécessité est mère de l’invention	nöden är uppfinningarnas moder
la parole est d’argent et le silence est d’or	tala är silver, tiga är guld
la parole est d’argent, le silence est d’or	tala är silver, tiga är guld
la plupart du temps	oftast
la pomme ne tombe jamais loin de l’arbre	äpplet faller inte långt från trädet
labarum	labarum
labialisation	labialisering
labialiser	labialisera
laborantin	laborant
laboratoire	laboratorium
laborieux	arbetsam
labourer	dragga
laboureur	bonde
labrador	labrador
labradorite	Labradorit
labyrinthe	labyrint
lac	sjö
lac Léman	Genèvesjön
lac de Constance	Bodensjön
lacet	skosnöre
lachanophobie	lachanofobi
laconique	lakonisk
lactase	laktas
lactose	laktos
lactosérum	vassla
lagon	lagun
lagopède	ripa
lagopède alpin	fjällripa
lagopède des saules	dalripa
lagopède d’Écosse	moripa
lagopède à queue blanche	vitstjärtad ripa
lagune	lagun
lahute	gusle
laid	ful
laid comme un pou	ful som stryk
laie	vildssvinssugga
laine	ylle
laine de verre	glasull
laine d’acier	stålull
laine minérale	mineralull
laisser à désirer	lämna en del i övrigt att önska
laissez-passer	pass
lait	mjölk
lait de coco	kokosmjölk
lait de soja	sojamjölk
lait demi-écrémé	mellanmjölk
lait en poudre	mjölkpulver
laiterie	mejeri
laitier	slagg
laiton	mässing
laitue	sallat
lamanage	hamnlotsning
lamantin	manat
lambada	lambada
lambeau	lapp
lame	rakkniv
lamenter	klaga
lampadaire	gatubelysning
lampe	lampa
lampe de poche	ficklampa
lampe à huile	oljelampa
lamperon	lampveksrör
lamproie	nejonöga
lance	spjut
lanceur d’alerte	visselblåsare
landais	landaisponnyn
landau	barnvagn
lande	hed
langage	språk
langage de programmation	programmeringsspråk
langage de requête	frågespråk
langouste	langust
langue	tunga
langue construite	artificiellt språk
langue de belle-mère	svärmors tunga
langue de bœuf	oxtunga
langue des signes	teckenspråk
langue maternelle	modersmål
langue muskogéenne	muskogeanska språk
langue romane	romanskt språk
langue étrangère	främmande språk
langue-toit	takspråk
lanterne	lanterna
lanthane	lantan
laper	lapa
lapider	stena
lapin	kanin
lapin de Pâques	påskehare
lapis-lazuli	lapis lazuli
lapon	lapsk
lapon	lapska
lapsus	lapsus
lapsus linguae	felsägning
laptop	laptop
laquais	lakej
laquer	lacka
lard	fläsk
large	vid
largeur	bredd
larme	tår
larmes de crocodile	krokodiltår
larve	larv
laryngite	laryngit
larynx	struphuvud
lasagne	lasagne
lasser	trötta
lassitude	trötthet
latex	latex
latin	latinsk
latin	latin
latte macchiato	latte macchiato
laurier	lager
laurier sauce	lager
lavabo	tvättställ
lavage de cerveau	hjärntvätt
lavande vraie	lavendel
lavatère	sommarmalvesläktet
lave	lava
laver	avtvå
laver la tête	läxa upp
lawrencium	lawrentium
laxatif	avförande
laxité	slapphet
layer	utstämpla
layetier	lådfabrikant
layette	spädbarnskläder
layeur	utstämplare
layon	jägarstig
lazaret	karantänsanstalt
lazariste	lazarist
laîche	starr
le	honom
le chat parti, les souris dansent	när katten är borta, dansar råttorna på bordet
le diable est dans les détails	djävulen sitter i detaljerna
le malheur des uns fait le bonheur des autres	den enes död är den andres bröd
le mieux	hellre
le même	densamma
le nôtre	vår
le remède est pire que le mal	bekämpa eld med eld
le sort en est jeté	tärningen är kastad
le temps, c’est de l’argent	tid är pengar
lecteur	läsare
lecteur CD	cd-spelare
lecture	läsning
ledit	nämnd
lek	lek
lemme	lemma
lemming	lämmel
lemniscate	lemniskata
lent	långsam
lente	gnet
lentille	lins
lequel	vilken
les carottes sont cuites	nu är det kokta fläsket stekt
les murs ont des oreilles	väggarna har öron
lesbienne	flata
lessive	tvätt
lesula	lesula
letton	lettisk
letton	lettiska
lettre	brev
lettre de change	växel
lettre de marque	kaparbrev
lettre de recommandation	rekommendationsbrev
lettre de voiture	fraktsedel
lettre d’information	nyhetsbrev
lettre ouverte	öppet brev
leucocyte	leukocyt
leucémie	leukemi
leur	sin
leurrer	locka
lev	lev
lever	upphöja
levier	hävstång
levier de vitesse	växelspak
levreau	harpalt
levrette	hundställningen
levure	jäst
levure chimique	bakpulver
lexicalisation	lexikalisering
lexicaliser	lexikalisera
lexicographe	lexikograf
lexicographie	lexikografi
lexème	lexem
lezguinka	lezginka
leçon	lektion
libanais	libanesisk
libellule	trollslända
liber	bast
liberté	frihet
liberté de culte	religionsfrihet
liberté d’association	organisationsfrihet
liberté d’expression	yttrandefrihet
libido	libido
libraire	bokhandlare
librairie	bokhandel
libration	libration
libre	fri
libre-échange	frihandel
libyen	libysk
libéralisme	liberalism
libérer	befria
licencier	avskeda
lichen	lav
licorne	enhörning
licou	grimma
lie-de-vin	vinröd
lien mort	död länk
lierre	murgröna
lieu	ort
lieu de travail	arbetsplats
lieu noir	gråsej
lieutenant	löjtnant
lieutenant-colonel	överstelöjtnant
ligament	ledband
ligament vocal	stämband
ligase	ligas
ligature	ligatur
ligaturer	underbinda
ligne	linje
ligne de chemin de fer	järnvägslinje
ligne de partage des eaux	вододелница
lignée	ätt
lilas	syren
lilas commun	syren
limace léopard	pantersnigel
limaçon	snäcka
limbourgeois	limburgiska
lime	fil
limer	fila
limite	gräns
limiter	begränsa
limnimètre	pegel
limnologie	limnologi
limnomètre	pegel
limpide	klar
lin	lin
lin cultivé	lin
linette	linfrö
lingala	lingala
lingue	långa
linguicide	språkdöd
linguistique	lingvistik
linker	länka
linotte mélodieuse	hämpling
linotte à bec jaune	vinterhämpling
lion	lejon
lion de Némée	nemeiska lejonet
lionne	lejoninna
lipome	fettsvulst
liqueur	likör
liquide	likvid
liquide	likvida
liquide	kontant
liquidité	likviditet
lire	läsa
lire entre les lignes	läsa mellan raderna
lis	lilja
lis de mer	strandlilja
liseron	vinda
liseron des champs	åkervinda
liseron des haies	snårvinda
lisible	läslig
lisse	glatt
lisser	glätta
liste	lista
liste de commissions	inköpslista
liste de lecture	spellista
liste noire	svart lista
liste électorale	röstlängd
lister	lista
lit	bädd
lit de mort	dödsbädd
lit à eau	vattensäng
litchi	litchi
lithium	litium
lithographie	litografi
lithographier	litografera
lithographique	litografisk
lithosphère	litosfär
lithotomie	stenoperation
lithotriteur	stenkrossningsinstrument
lithotritie	stenkrossning
litige	tvist
litispendance	litispendens
litorne	björktrast
litote	litotes
litre	liter
littoral	kust-
littoral	kust
littérature	litteratur
lituanien	litauisk
lituanien	litauiska
liturgie	liturgi
livermorium	livermorium
livraison	leverans
livre	pund
livre	bok
livre d’artiste	artists' book
livre d’or	gästbok
livre sterling	pund
livre-jeu	bokspel
livrer	lämna
livresque	bok-
livret	libretto
livèche	libbsticka
liège	kork
lièvre	hare
lobbyiste	lobbyist
lobe	örsnibb
lobotomiser	lobotomera
localité	ort
locataire	hyresgäst
location	uthyrning
loche de rivière	nissöga
loco	lok
locomotive	lok
locomotive à vapeur	ånglok
locomotive électrique	ellok
locuste	sträckgräshoppa
locustelle de Pallas	starrsångare
locustelle fluviatile	flodsångare
locustelle lancéolée	träsksångare
locustelle luscinoïde	vassångare
locustelle tachetée	gräshoppsångare
locuteur	talare
locution	uttryck
logarithme	logaritm
logarithmique	logaritmisk
logement	bostad
loger	bo
logiciel	programvara
logique	logisk
logique	logik
logogramme	logogram
loi	lag
loi de Jante	Jantelagen
loi mémorielle	minneslag
loin	långt
loin des yeux, loin du cœur	ur syn, ur sinn
lointain	avlägsen
lointain	fjärran
lombaire	länd
lombard	lombardiska
lompe	sjurygg
long	lång
longanimité	långmodighet
longitude	longitud
longrine	långsyll
longtemps	länge
longue-vue	likare
longuement	länge
longueur	längd
longueur d’onde	våglängd
lopéramide	loperamid
lordose	lordos
lori	lori
lori arlequin	rödblå lori
lori bridé	blåstrupig lorikit
lori cardinal	kardinallori
lori coquet	rödsidig lorikit
lori de Buru	burulorikit
lori de Duyvenbode	brun lori
lori de Josephine	josefinalorikit
lori de Kuhl	rimataralorikit
lori de Margaret	Salomonlorikit
lori de Meek	meeklorikit
lori de Musschenbroek	gulnäbbad lorikit
lori de Stephen	Hendersonlorikit
lori de Wilhelmina	dvärglorikit
lori des Fidji	kraglori
lori des dames	purpurnackad lori
lori des palmiers	palmlorikit
lori flamméché	gulstreckig lori
lori fringillaire	blåkronad lorikit
lori féerique	felorikit
lori masqué	blåörad lori
lori noir	svart lori
lori noira	tjatterlori
lori nonnette	safirlorikit
lori papou	papualorikit
lori réticulé	blåstreckig lori
lori sombre	mörk lori
lori strié	streckig lorikit
lori tricolore	svarthättad lorikit
lori ultramarin	ultramarinlorikit
lori à bandeau rouge	mysklorikit
lori à collier jaune	gulhalsad lori
lori à couronne pourpre	purpurkronad lorikit
lori à diadème	nyakaledonienlorikit
lori à front rouge	rödfläckig lorikit
lori à gorge rouge	rödstrupig lorikit
lori à joues bleues	svartvingad lori
lori à masque rouge	mindre lorikit
lori à menton rouge	rödhakad lorikit
lori à nuque blanche	vitnackad lori
lori à ventre violet	purpurbukig lori
lori écaillé	violetthalsad lori
lori écarlate	röd lori
lori émeraude	orangenäbbad lorikit
loriot d’Europe	sommargylling
loriquet arc-en-ciel	regnbågslorikit
loriquet de Biak	biaklorikit
loriquet de Forsten	rödbröstad lorikit
loriquet de Goldie	goldielorikit
loriquet de Johnstone	Mindanaolorikit
loriquet de Ponapé	Pohnpeilorikit
loriquet de Weber	Floreslorikit
loriquet eutèle	timorlorikit
loriquet harnaché	gulbröstad lorikit
loriquet iris	irislorikit
loriquet jaune et vert	gulgrön lorikit
loriquet orné	praktlorikit
loriquet versicolore	broklorikit
loriquet vert	gulvattrad lorikit
loriquet à col rouge	orangehalsad lorikit
loriquet à tête bleue	kokoslorikit
lorrain	lothringsk
lorsque	när
losange	ruta
losange	romb
loterie	lotteri
lotier corniculé	käringtand
louable	lovvärd
louange	beröm
louche	slev
louer	leja
lougre	loggert
loup	varg
loup d’Abyssinie	Etiopisk varg
loup d’Éthiopie	Etiopisk varg
loup-garou	varulv
loupe	vril
lourd	tung
loutre	utter
louve	varginna
loyauté	lojalitet
loyer	hyra
lubie	infall
lubrifiant	glidmedel
lucratif	inbringande
lucre	vinning
luge	pulka
lui-même	sig själv
luire	skina
luisant	lysande
lumen	lumen
luminescence	luminiscens
luminosité	luminositet
lumière	ljus
lundi	måndag
lune	måne
lune de miel	smekmånad
lunette	kikare
lunettes	glasögon
lunettes de lecture	läsglasögon
lunettes de soleil	solglasögon
lunule	oxhuvudspinnare
lusciniole à moustaches	kaveldunsångare
lusophone	portugisiskspråkig
lustre	ljuskrona
luth	luta
luthérien	lutheran
lutin	tomte
lutte des classes	klasskamp
lutter	strida
lutécium	lutetium
lux	lux
luxembourgeois	luxemburgsk
luxembourgeois	luxemburgiska
luxmètre	fotometer
luxueux	luxuös
luxure	lust
luxuriance	frodighet
luxuriant	frodig
luxurieux	otuktig
lycanthropie	lykantropi
lycopode	lummerväxter
lycopode officinal	mattlummer
lycte strié	eksplintbagge
lymphatique	lymfatisk
lymphocyte B	B-lymfocyt
lyncher	lyncha
lynx	lodjur
lynx roux	rödlo
lysimaque commune	strandlysing
là	nå
là	där
là-bas	där borta
lâche	modlös
lâcher	frigöra
lèche-cul	rövslickare
lèvre	läpp
lécher	slicka
légal	laglig
légendaire	legendarisk
légende	legend
légende urbaine	vandringssägen
léger	lätt
légitime	legitim
légitimer	legitimera
léguer	testamentera
légume	grönsak
légume racine	rotfrukt
légume-racine	rotfrukt
légèreté	lätthet
lémuridés	lemurer
léninisme	leninism
léniniste	leninistisk
léniniste	leninist
léonais	leonesisk
léopard	leopard
léotie lubrique	slemmurkling
lépisme	silverfisk
léser	skada
lésiner	snåla
lésion	skada
lévrier afghan	afghanhund
lézard	ödla
lézard ocellé	pärlödla
lézard vert	smaragdödla
lœss	löss
l’amour est aveugle	kärleken är blind
l’argent n’a pas d’odeur	pengar luktar inte
l’attaque est la meilleure défense	anfall är bästa försvar
l’avenir appartient à ceux qui se lèvent tôt	morgonstund har guld i mund
l’enfer est pavé de bonnes intentions	vägen till helvetet är kantad av goda föresatser
l’homme est un loup pour l’homme	människan är människans varg
l’homme propose et Dieu dispose	människan är för människan någonting heligt
l’union fait la force	enighet ger styrka
l’éléphant dans la pièce	elefanten i rummet
ma	min
macadamia	macadamiasläktet
macaque	makaker
macareux moine	lunnefågel
macaroni	makaron
macchiato	caffè macchiato
machinal	maskinell
machine	maskin
machine à café	kaffebryggare
machine à calculer	räknemaskin
machine à coudre	symaskin
machine à laver	tvättmaskin
machine à sous	enarmad bandit
machine à traire	mjölkmaskin
machine à vapeur	ångmaskin
machine à écrire	skrivmaskin
macreuse brune	svärta
macreuse noire	sjöorre
macrobiotisme	makrobiotik
macrocosme	makrokosm
macron	makron
macrophage	makrofag
macrophotographie	makrofotografi
macroscope	makroskop
macroscopique	makroskopisk
macumba	macumba
macédonien	makedonsk
macédonien	makedonska
macération	späkning
mademoiselle	fröken
madrier	bräda
magasin	butik
magasin de chaussures	skoaffär
magazine	magasin
magie	magi
magique	magisk
magistrat	magistrat
magmatique	magmatisk
magnon	magnon
magnésium	magnesium
magnétisme	magnetism
magnétite	magnetit
magnétomètre	magnetometer
magnétoscope	videobandspelare
magot	berberapa
magyariser	madjarisera
mah-jong	mahjong
maharaja	maharaja
mahatma	mahatma
mahdisme	madism
mahdiste	madist
mahométan	muhammedansk
mahométan	muhammedan
mahout	mahout
mai	maj
maillot de bain	badkläder
main	hands
main dans la main	hand i hand
main pleine	kåk
main-d’œuvre	arbetskraft
maintenant	nu
maintenir	behålla
maintien	hävande
maire	borgmästare
mairie	rådhus
maison	hus
maison close	bordell
maison de retraite	äldreboende
maison de tolérance	bordell
maison d’arrêt	häkte
maisonnette	litet hus
majestueux	majestätisk
majeur	myndig
majorité	majoritet
majorité absolue	absolut majoritet
majorité qualifiée	kvalificerad majoritet
majorité relative	relativ majoritet
majorité sexuelle	sexuell myndighetsålder
majuscule	stor
majuscule	majuskel
mal	dåligt
mal de mer	sjösjuka
mal de tête	huvudvärk
mal du pays	hemlängtan
malachite	malakit
malade	dålig
maladie	sjukdom
maladie de Huntington	Huntingtons sjukdom
maladie de Parkinson	Parkinsons sjukdom
maladie du cri du chat	cri du chat
maladie d’Alzheimer	Alzheimers
maladie professionnelle	yrkesskada
maladif	sjuklig
maladresse	oskicklighet
maladroit	klumpig
malais	malajiska
malaise	omak
malariathérapie	malariaterapi
malavisé	obetänksam
malayalam	malajiska
malbouffe	skräpmat
malchance	otur
malcoha	malkoha
malentendu	missförstånd
malfaitrice	illgärningskvinna
malgache	malagassiska
malgré	trots
malgré tout	trots allt
malheur	olycka
malheureusement	tyvärr
malheureux	olycklig
malhonnête	ohederlig
malicieux	illvillig
mallard	slipsten
malléable	smidbar
malmener	misshandla
malsain	ohälsosam
malt	malt
maltais	maltesisk
maltraiter	missgynna
maltésite	maltesit
malvidine	malvidin
malédiction	förbannelse
maléfique	olycksbringande
maman	mamma
mamelon	bröstvårta
mammectomie	mastektomi
mammifère	däggdjur
manakin	manakin
manakin auréole	flammanakin
manakin casqué	hjälmmanakin
manakin casse-noisette	munkmanakin
manakin de Bokermann	araripemanakin
manakin fastueux	långstjärtad manakin
manakin filifère	trådstjärtsmanakin
manakin rubis	östlig strimmanakin
manakin tijé	praktmanakin
manakin à ailes blanches	klubbvingad manakin
manakin à ailes d’or	guldvingemanakin
manakin à bandeau jaune	gulkronad manakin
manakin à bandeau orange	orangekronad manakin
manakin à col blanc	vitkragad manakin
manakin à col d’or	gulkragad manakin
manakin à cuisses jaunes	rödhättad manakin
manakin à longue queue	blå manakin
manakin à panache doré	saffranskronad manakin
manakin à queue barrée	bandstjärtsmanakin
manakin à tête blanche	vitkronad manakin
manakin à tête bleue	blåkronad manakin
manakin à tête d’or	gyllenhuvad manakin
manakin à tête rouge	rödhuvad manakin
manakin à ventre blanc	ljusbukig manakin
manche	set
manchego	manchego
manchot	pingvin
manchot Adélie	adeliepingvin
manchot des Galapagos	Galapagospingvin
manchot empereur	kejsarpingvin
manchot papou	åsnepingvin
manchot pygmée	dvärgpingvin
