-aktig	-âtre
kuddkrig	bataille de polochons
kufisk	bizarre
kugge	dent
kuggfråga	colle
kugghjul	roue dentée
kuk	bite
kukhuvud	tête de bite
kuksugare	suceur de bite
kula	balle
kulak	koulak
kulinarisk	culinaire
kulinariskt	culinairement
kull	portée
kullerbytta	galipette
kulmination	culmination
kulminera	culminer
kulram	boulier
kulspetspenna	stylo-bille
kulting	porcelet
kultivera	cultiver
kultur	culture
kulturell	culturel
kulturellt	culturellement
kulturhistoria	histoire culturelle
kulturminister	ministre de la culture
kulturväxt	plante cultivée
kumbriska	cambrien
kummin	cumin
kuna	kuna
kund	client
kundvagn	caddie
kung	roi
kung fu	kung-fu
kungafamilj	famille royale
kungakrona	couronne royale
kungarike	royaume
kunglig	royal
kungsfiskare	martin-pêcheur d'Europe
kungsväg	voie royale
kungsängslilja	fritillaire pintade
kungsörn	aigle royal
kunna	pouvoir
kunna på sina fem fingrar	connaître sur le bout du doigt
kunskap	connaissance
kunzit	kunzite
kupol	coupole
kupong	coupon
kupé	compartiment
kur	cure
kurage	courage
kurator	travailleur social
kurdisk	kurde
kurdiska	kurde
kurera	guérir
kurfurste	prince-électeur
kuria	curie
kuriosakabinett	cabinet de curiosités
kurir	coursier
kurragömma	cache-cache
kurs	cours
kursiv	italique
kursivt	cursivement
kurtisera	courtiser
kurtisör	courtisan
kurvig	courbé
kusin	cousin
kusk	cocher
kuslig	effrayant
kust	côte
kustland	côte
kustpipare	pluvier argenté
kustsnäppa	bécasseau maubèche
kutan	cutané
kuttra	roucouler
kutym	coutume
kuva	soumettre
kuvert	enveloppe
kuvös	couveuse
kuwaitier	Koweïtien
kuwaitisk	koweïtien
kuwaitiska	Koweïtienne
kvacka	cancaner
kvadersten	pierre de taille
kvadrat	carré
kvadratcentimeter	centimètre carré
kvadratisk	carré
kvadratkilometer	kilomètre carré
kvadratmeter	mètre carré
kvadratmillimeter	millimètre carré
kvadratrot	racine carrée
kvadratur	quadrature
kvadriljon	quadrillion
kvadrupla	quadrupler
kvadrupol	quadrupôle
kvagga	couagga
kval	tourment
kvalificerad majoritet	majorité qualifiée
kvalitativ	qualitatif
kvalitet	qualité
kvalster	acarien
kvantbiologi	biologie quantique
kvantdator	ordinateur quantique
kvantfysik	physique quantique
kvantitativ	quantitatif
kvantitet	quantité
kvantkemi	chimie quantique
kvantmekanik	mécanique quantique
kvantteori	théorie des quanta
kvarg	caillé
kvark	quark
kvarleva	vestige
kvarn	moulin
kvarstå	demeurer
kvarta	crécher
kvartal	trimestre
kvarter	quartier
kvartett	quartette
kvarts	quartz
kvartsback	quarterback
kvartsfinal	quart de finale
kvartsglas	verre de quartz
kvartsur	horloge à quartz
kvartär	quaternaire
kvasar	quasar
kvass	kvas
kvast	balai
kvastbuss	voiture balai
kvastskaft	manche à balai
kvaternion	quaternion
kverulant	pinailleur
kvick	rapide
kvickdrag	pousse
kvicksilver	mercure
kvickt	rapidement
kvida	gémir
kviga	génisse
kvinna	femme
kvinnlig	féminin
kvinnomord	féminicide
kvintessens	quintessence
kvintett	quintette
kvintiljard	quintilliard
kvintiljon	quintillion
kvist	nœud
kvitten	coing
kvittera	égaliser
kvittering	égalisation
kvitto	reçu
kvittra	gazouiller
kvot	quota
kväka	coasser
kväljning	nausée
kväll	soir
kvällshimmel	couchant
kvällskurs	cours du soir
kvällsmat	souper
kvänska	kvène
kväva	asphyxier
kvävas	étouffer
kväve	azote
kvävedioxid	dioxyde d'azote
kvävgas	diazote
kyckling	poulet
kyla	froid
kyla	refroidir
kylig	frais
kylkedja	chaîne du froid
kyllerfärg	chamois
kylskåp	réfrigérateur
kylskåpsmagnet	aimantin
kyltorn	tour de refroidissement
kymriska	gallois
kymus	chyme
kynologi	cynologique
kypare	garçon
kyrassiär	cuirassier
kyrillisk	cyrillique
kyrilliska alfabetet	alphabet cyrillique
kyrka	église
kyrkbänk	banc de fidèle
kyrkklocka	cloche
kyrkogård	cimetière
kyrkoherde	vicaire
kyrktorn	clocher
kysk	chaste
kyskhet	chasteté
kyss	baiser
kyssa	embrasser
käck	brave
käk	bouffe
käka	bouffer
käke	mâchoire
källa	source
källare	cave
källflöde	source
källkod	code source
kämpa	lutter
känd	connu
kändis	célébrité
känga	bottine
känguru	kangourou
känna	sentir
känna igen	reconnaître
känna till	connaître
kännare	connaisseur
kännbar	sensible
kännedom	connaissance
känsel	toucher
känsla	sensation
känslighet	sensibilité
känslomässig	émotionnel
känslomässigt	émotionnellement
käpp	bâton
käpphäst	cheval de bataille
kär	amoureux
käring	vieille bonne femme
käringtand	lotier corniculé
kärl	vase
kärlek	amour
kärleksbrev	lettre d’amour
kärleksdryck	philtre
kärlekshistoria	histoire d'amour
kärnenergi	énergie nucléaire
kärnfysik	physique nucléaire
kärnkemi	chimie nucléaire
kärnkraftverk	centrale nucléaire
kärnladdning	charge nucléaire
kärnreaktor	réacteur nucléaire
kärnvapenkrig	guerre atomique
kärnved	cœur du bois
kärr	marais
kärrsnäppa	bécasseau variable
kärve	gerbe
kättare	hérétique
kätteri	hérésie
kättersk	hérétique
kåda	résine
kåk	taule
kåkfarare	taulard
kåkstad	bidonville
kålrot	rutabaga
kålsoppa	soupe aux choux
kåsa	kuksa
kåt	excité
kö	queue
köa	faire la queue
kök	cuisine
köksa	cuisinière
köksbord	table de cuisine
köksredskap	ustensile de cuisine
köl	quille
köld	froideur
kön	sexe
könscell	gamète
könshår	poils pubiens
könsmogen	nubile
könsorgan	organes génitaux
köp	achat
köpa	acheter
köpa grisen i säcken	acheter chat en poche
köpare	acheteur
köpcentrum	centre commercial
köpenhamnare	Copenhagois
köping	bourg
köpkraft	pouvoir d’achat
köpman	commerçant
köpslå	marchander
kör	chœur
köra	démarrer
körbar	exécutable
körfält	voie
körkort	permis de conduire
körning	conduite
körsbär	cerise
körsbärsplommon	prunier-cerise
körsbärstomat	tomate cerise
körtel	glande
körvel	cerfeuil
kött	viande
köttbulle	boulette
köttfärs	viande hachée
köttklubba	attendrisseur
köttkvarn	hachoir
köttslig	germain
köttsår	blessure légère
köttätare	carnivore
labialisera	labialiser
labil	labile
laborant	laborantin
laboratorium	laboratoire
laborera	élaborer
labrador	labrador
labyrint	labyrinthe
labyrintisk	labyrinthique
lachanofobi	lachanophobie
lack	laque
lada	grange
ladda	charger
ladda ner	télécharger
ladda upp	téléverser
laddbar	rechargeable
laddning	charge
laddstock	baguette
ladino	ladino
ladugård	étable
ladusvala	hirondelle rustique
lag	loi
laga	réparer
lager	réserve
lagerkrans	couronne de lauriers
lagkamrat	coéquipier
laglig	légal
lagligen	légalement
lagliggöra	légaliser
lagra	stocker
lagsport	sport collectif
lagstifta	légiférer
lagstiftande	législatif
lakan	drap
lake	lotte
lakej	laquais
lakonisk	laconique
lakrits	réglisse
laktas	lactase
lakun	lacune
lama	lama
lambda	lambda
lamentation	lamentation
lamentera	se lamenter
lamm	agneau
lammkött	mouton
lampa	lampe
lampskärm	abat-jour
lamslå	neutraliser
lamé	lamé
land	pays
landa	atterrir
landhockey	hockey
landning	atterrissage
landningsbana	piste d'atterrissage
landningssida	atterripage
landsbygd	campagne
landsförrädare	traître
landsförräderi	trahison
landskap	paysage
landskod	code de pays
landslag	équipe nationale
landsman	compatriote
landsmaninna	compatriote
landsort	province
landtunga	langue de terre
langett	languette
langur	langur
lansett	lancette
lantan	lanthane
lantbrukare	agriculteur
lantis	péquenaud
lantlig	rural
lantmätare	arpenteur
lantmäteri	arpentage
laotier	Laotien
laotisk	laotien
laotiska	Laotienne
lapa	laper
lapplisa	contractuelle
lappmes	mésange lapone
lappri	bagatelle
lappuggla	chouette lapone
laptop	ordinateur portable
lari	lari
larm	alerte
larma	alarmer
larv	larve
larvfötter	chenilles
laryngit	laryngite
lasagne	lasagne
laserpekare	pointeur laser
lasersikte	désignateur laser
last	vice
lasta	charger
lastbil	camion
lastpall	palette
lat	paresseux
latens	latence
lathet	paresse
latin	latin
latinisera	latiniser
latinisering	latinisation
latinlärare	professeur de latin
latinsk	latin
latinska alfabetet	alphabet latin
latinskt alfabet	alphabet latin
latitud	latitude
latmask	flemmard
latrin	latrines
lav	lichen
lava	lave
lavalampa	lampe à lave
lavasjö	lac de lave
lavemang	lavement
lavendel	lavande
lavin	avalanche
lavskrika	mésangeai imitateur
lawrencium	lawrencium
lax	saumon
laxermedel	laxatif
layout	mise en page
laziska	laze
le	sourire
led	articulation
leda	diriger
ledamot	membre
ledare	chef
leddjur	arthropode
ledig	libre
ledning	supervision
ledsaga	accompagner
ledsagare	accompagneur
ledsen	triste
ledtråd	indice
leende	sourire
legal	légal
legalisera	légaliser
legalisering	légalisation
legat	légat
legend	légende
legendarisk	légendaire
legering	alliage
legion	légion
legionär	légionnaire
legitim	juste
legitimera	légitimer
legitimitet	légitimité
legosoldat	mercenaire
lejdare	échelle
lejon	lion
lejongap	gueule-de-loup
lejonhona	lionne
lejonpart	part du lion
lejonsvansmakak	macaque à queue de lion
lejonunge	lionceau
lek	jeu
lekamen	corps
lekplats	aire de jeux
leksak	jouet
lekstuga	cabane de jeu
lektion	cours
lektyr	lecture
lem	membre
lemlästa	mutiler
lemonad	limonade
lempira	lempira hondurien
len	doux
leninist	léniniste
leninistisk	léniniste
leonesiska	léonais
leopard	léopard
leptin	leptine
lepton	lepton
ler	argile
lera	boue
lesbisk	lesbienne
lesion	lésion
leta	chercher
letargi	léthargie
lett	Letton
lettisk	letton
lettiska	Lettonne
leu	leu
leucin	leucine
leukemi	leucémie
leukocyt	leucocyte
lev	lev
leva	vivre
leva på stor fot	mener grand train
levebröd	gagne-pain
lever	foie
leverans	livraison
leverantör	fournisseur
leverera	livrer
levnadsstandard	niveau de vie
levnadstecknare	biographe
lexikalisera	lexicaliser
lexikalisering	lexicalisation
lexikograf	lexicographe
lexikografi	lexicographie
libanes	Libanais
libanesisk	libanais
libanesiska	Libanaise
liberal	libéral
liberal	libéral
liberalism	libéralisme
liberian	Libérien
liberiansk	libérien
libertin	libertine
libido	libido
libretto	livret
libyer	Libyen
libysk	libyen
libyska	Libyenne
licens	licence
lida	souffrir
lidande	souffrance
lidelsefri	dépassionné
lidelsefull	passionné
liderlig	lascif
lie	faux
liechtensteinare	Liechtensteinois
lieman	Faucheuse
lift	auto-stop
liftare	autostoppeur
liga	ligue
ligament	ligament
ligatur	ligature
ligga	être
liggande	couché
liguriska	ligure
liguster	troène
lik	cadavre
lika mycket	autant
likadan	similaire
likaledes	de même
likaså	aussi
likbent	isocèle
likbil	corbillard
likformigt	uniformément
likgiltig	indifférent
likgiltighet	indifférence
likhet	ressemblance
likkista	cercueil
likna	comparer
liknelse	comparaison
liksidig	équilatéral
liksidig triangel	triangle équilatéral
liksom	comme
liksom	de même que
likström	courant continu
liktidighet	contemporanéité
likvidera	liquider
likviditet	liquidité
likvinklig	équiangle
likväl	néanmoins
likör	liqueur
lila	lilas
lilja	lys
liljekonvalj	muguet
lilla döden	petite mort
lillasyster	petite sœur
lillebror	petit frère
lillfinger	auriculaire
lillhjärna	cervelet
lillrysk	petit-russien
lilltå	petit orteil
limburgiska	limbourgeois
lime	limettier
limma	coller
limpa	miche de pain
limstift	bâton de colle
lin	lin
lina	ligne
linbana	téléphérique
lind	tilleul
linearitet	linéarité
linfärja	bac à câble
lingala	lingala
lingeri	lingerie
lingon	airelle rouge
lingvist	linguiste
lingvistik	linguistique
lingvistisk	linguistique
linjal	règle
linje	ligne
linjetrafik	service de transport régulier
linjär	linéaire
linjärkombination	combinaison linéaire
linka	boitiller
linne	lin
linnebröllop	noces de faïence
linolja	huile de lin
lins	lentille
lipa	pleurnicher
lipsill	pleurnichard
lira	livre
lisa	soulagement
lisa	soulager
list	ruse
lista	liste
lista	lister
listig	rusé
lita	avoir confiance en
lita på	faire confiance
litauer	Lithuanien
litauisk	lituanien
litauiska	Lithuanienne
litchi	litchi
lite	un peu
lite grann	peu
liten	petit
liten bokstav	minuscule
liter	litre
litium	lithium
litiumaluminiumhydrid	aluminohydrure de lithium
litiumbromid	bromure de lithium
litiumdiisopropylamid	diisopropylamidure de lithium
litiumoxid	oxyde de lithium
litiumsulfat	sulfate de lithium
litografi	lithographie
litosfär	lithosphère
litotes	litote
lits	galon
litteratur	littérature
litterär	littéraire
liturgi	liturgie
litztråd	fil de Litz
liv	vie
livboj	bouée de sauvetage
livbåt	canot de sauvetage
livegen	serf
livegenskap	servage
livermorium	livermorium
liverpoolare	Liverpudlien
livlig	actif
livmoder	utérus
livmoderhals	col de l'utérus
livrem	ceinture
livré	livrée
livsform	forme de vie
livsglädje	joie de vivre
livskraft	vitalité
livsledsagare	compagne
livslust	joie de vivre
livsmedelstillsats	additif alimentaire
livsstil	style de vie
livstid	durée de vie
livstycke	corselet
ljud	son
ljudbok	livre audio
ljudhastighet	vitesse du son
ljudlös	silencieux
ljudlöshet	silence
ljudlöst	silencieusement
ljudning	méthode syllabique
ljudpinne	âme
ljudtryck	pression acoustique
ljudvall	mur du son
ljudvåg	onde sonore
ljuga	mentir
ljum	tiède
ljumske	aine
ljung	bruyère callune
ljungpipare	pluvier doré
ljus	aigu
ljus	lumière
ljusbågsugn	four à arc
ljusets hastighet	vitesse de la lumière
ljusflöde	flux lumineux
ljusförorening	pollution lumineuse
ljusgul	jaune clair
ljushyad	blanc
ljuspenna	crayon optique
ljusstake	chandelier
ljusstyrka	intensité lumineuse
ljuster	foëne
ljusår	année-lumière
lob	lobe
lobotomera	lobotomiser
lock	couvercle
lock-out	lock-out
locka	attirer
lockbete	appât
lockbettel	bédane
lockelse	attrait
lockig	bouclé
lod	plomb
lodda	capelan
lodjur	lynx
lodrät	vertical
logaritm	logarithme
logaritmisk	logarithmique
logicism	logicisme
logik	logique
logisk	logique
logistik	logistique
logo	logo
lojal	loyal
lojalitet	loyauté
lok	locomotive
lokal	local
lokalisera	localiser
lokativ	locatif
lokativ	locatif
lokativisk	locatif
lokomotiv	locomotive
lombardiska	lombard
longitud	longitude
loperamid	lopéramide
lopp	course
loppa	puce
loppmarknad	marché aux puces
lornjett	lorgnette
lortgris	souillon
lots	pilote
lotteri	loterie
lov	vacances
lova	louer
lovord	louange
lovorda	complimenter
luckra upp	ameublir
luddkrissla	inule britannique
luder	putain
luft	air
lufta	aérer
luftballong	montgolfière
luftbro	pont aérien
luftfarkost	aéronef
luftfart	aviation
luftfilter	filtre à air
luftfuktighet	hygrométrie
luftförorening	pollution atmosphérique
luftgitarr	air guitar
luftkonditionering	climatisation
luftmadrass	matelas gonflable
luftrum	espace aérien
luftskepp	dirigeable
luftstrupe	trachée
lufttryck	pression atmosphérique
luftväg	voies respiratoires
luftvärn	lutte antiaérienne
lugn	calme
lugn	tranquillité
lugna	calmer
lukrativ	lucratif
lukt	odeur
lukta	sentir
luktsinne	odorat
lulesamiska	same de Lule
lumen	lumen
luminositet	luminosité
lumpsamlare	chiffonnier
lunch	déjeuner
luncha	déjeuner
lunchrast	pause déjeuner
lunchrum	cantine
lunga	poumon
lungartär	artère pulmonaire
lungcancer	cancer du poumon
lunginflammation	pneumonie
lunka	trottiner
lunnefågel	macareux moine
lunta	grimoire
lupin	lupine
lupp	loupe
lura	berner
lus	pou
lust	désir
lustgas	gaz hilarant
lustig	amusant
luta	luth
luta	pencher
lutetium	lutécium
lutheran	luthérien
luthersk	luthérien
lutning	pente
lux	lux
luxemburgare	luxembourgeois
luxemburgiska	luxembourgeois
luxemburgsk	luxembourgeois
luxemburgska	Luxembourgeoise
luxuös	luxueux
ly	refuge
lya	turne
lyceum	lycée
lycka	bonheur
lycka till	bonne chance
lyckas	réussir
lycklig	heureux
lyckligtvis	heureusement
lyckohjul	roue de la Fortune
lyckosam	chanceux
lyckost	chanceux
lyda	obéir
lydig	obéissant
lydisk	lydien
lydiska	lydien
lydnad	obéissance
lyfta	soulever
lyhörd	à l'écoute
lykantropi	lycanthropie
lykta	lanterne
lymfa	lymphe
lymfatisk	lymphatique
lymfom	lymphome
lyncha	lyncher
lynnig	capricieux
lyra	lyre
lyrik	poésie lyrique
lyrtorsk	lieu jaune
lysa med sin frånvaro	briller par son absence
lysdiod	diode électroluminescente
lyse	lumière
lysing	merlu
lysmanet	méduse pélagique
lysmask	ver luisant
lysosom	lysosome
lyssna	écouter
lyssnare	auditeur
lyster	lustre
lyte	infirmité
lytt	invalide
lyx	luxe
lyxig	luxueux
läcka	fuite
läcka	divulguer
läckage	fuite
läcker	délicieux
läder	cuir
läderbröllop	noces de froment
läderjacka	veste de cuir
lägenhet	appartement
läger	camp
lägga	mettre
lägga ihop	additionner
lägga manken till	tout donner
lägga näsan i blöt	fourrer son nez
lägga till	aborder
lägga tillbaka	remettre
läggning	passe
läglig	opportun
lägra	s'allonger
läka	guérir
läkare	médecin
läkemedel	médicament
lämmel	lemming
lämna	quitter
lämna en del i övrigt att önska	laisser à désirer
lämning	restes
lämplig	approprié
län	comté
längd	longueur
längdhopp	saut en longueur
längdskidåkning	ski de fond
länge	longtemps
längta	aspirer
längtan	nostalgie
länk	lien
länka	lier
läpp	lèvre
läppja	siroter
läppstift	rouge à lèvres
lära	doctrine
lära	apprendre
lära känna	faire la connaissance
lära ut	enseigner
lärare	enseignant
lärft	toile
lärjunge	disciple
lärka	alouette
lärkfalk	faucon hobereau
lärkträd	mélèze
lärling	apprentissage
lärobok	manuel
läsa	lire
läsa mellan raderna	lire entre les lignes
läsare	lecteur
läsarinna	lectrice
läsesal	salle de lecture
läskpress	tampon-buvard
läslig	lisible
