άρχης	arch
κλίμακα Φουτζίτα	Fujita scale
κλίμακα χρωμάτων	color gamut
κλίνη	bed
κλίνκερ	clinker
κλίνω	tend
κλίρινγκ	clearing
κλίση	declension
κλίτος	bay
κλαίγομαι	cry someone a river
κλαίω	cry
κλαγγή	clank
κλαδάκι	twig
κλαδί	branch
κλαδευτήρι	billhook
κλαδεύω	prune
κλαδιστική	cladistics
κλαδολογία	cladistics
κλαδώνω	branch
κλακέτα	clapboard
κλακέτες	tap dance
κλακαδόρος	applauder
κλαμπ	club
κλανιάρης	farter
κλαπείς	stolen
κλαρινέτο	clarinet
κλαρινετίστας	clarinetist
κλαρινογαμπρός	glitzy
κλασέρ	ring binder
κλασικισμός	classicism
κλασικιστής	classicist
κλασικιστικός	classicistic
κλασικός	classic
κλασματικός	fractional
κλασματοποίηση	fractionation
κλασματοποιώ	fractionate
κλατς	clutch
κλαψιάρης	weeper
κλαψουρίζω	cry
κλαψούρισμα	whine
κλείδα	clavicle
κλείδωμα	lock
κλείδωμα κύλισης	ScrLk
κλείδωση	joint
κλείνω	close
κλείσιμο	closure
κλείστρο	bolt
κλειδάριθμος	code number
κλειδί	key
κλειδί άλεν	Allen key
κλειδί πίπας	angled socket wrench
κλειδαράς	locksmith
κλειδαριά	lock
κλειδαρότρυπα	keyhole
κλειδοθήκη	key holder
κλειδούχος	keyholder
κλειδώνω	lock
κλειομετρία	cliometrics
κλεισούρα	water gap
κλειστοφοβία	claustrophobia
κλειστό σύστημα	closed system
κλειστός	closed
κλειστός κώδικας	closed source
κλειστότητα	secrecy
κλειτορίδα	clitoris
κλειτοριδεκτομή	clitoridectomy
κλειτοριδικός	clitoral
κλεμμένος	stolen
κλεπτοκρατία	kleptocracy
κλεπτομανία	kleptomania
κλεφτά	surreptitiously
κλεφτοφάναρο	flashlamp
κλεφτός	surreptitious
κλεψύδρα	hourglass
κληματαριά	arbour
κληματόβεργα	bine
κληρικαλισμός	clericalism
κληρικός	cleric
κληροδοτώ	bequeath
κληροδότημα	inheritance
κληροδότης	testator
κληρονομιά	inheritance
κληρονομικός	hereditary
κληρονομικότητα	heredity
κληρονομούμαι	be inherited
κληρονομώ	inherit
κληρονόμος	heir
κληρουχία	cleruchy
κληρωτίδα	lottery-wheel
κληρώνω	draw
κλητεύομαι	being served with a subpoena
κλητική	vocative
κλητικός	vocative
κλικάρω	click
κλιμάκιο	bracket
κλιμάκωση	escalation
κλιμακοστάσιο	staircase
κλιμακούμενος	escalating
κλιμακτήριος	menopause
κλιμακτηρικός	climacteric
κλιμακωσιμότητα	scalability
κλιμακωτά	gradually
κλιμακώνομαι	escalate
κλιμακώνω	escalate
κλιματική αλλαγή	climate change
κλιματισμός	air conditioning
κλιματιστικό	air conditioner
κλιματολογία	climatology
κλιματολογικός	climatological
κλινάμαξα	sleeping car
κλινήρης	bedridden
κλινικός	clinical
κλινοζυγός	bed scale
κλινοσκέπασμα	bedspread
κλινοσκεπάσματα	bedding
κλισέ	cliche
κλιτός	inflectable
κλοάκη	cloaca
κλονίζω	shake
κλοπή	theft
κλοτσάω	kick
κλοτσιά	kick
κλουβί	cage
κλούβιος	addled
κλπ.	etc.
κλυδωνισμός	jarring
κλωνάρι	bough
κλωνίο	propagule
κλωνοποίηση	cloning
κλωνοποιώ	clone
κλωνοστοιχείο	propagule
κλωσάω	brood
κλωστή	thread
κλωστικός	spinning
κλωστοϋφαντουργείο	factory
κλωστοϋφαντουργός	manufacturer
κλωστρίδιο	clostridium
κλόουν	clown
κλύσμα	clyster
κλώσα	chatterbox
κλώσημα	brooding
κνήμη	tibia
κνησμός	pruritus
κνούτο	knout
κοάζω	croak
κοάλα	koala
κοίλος	concave
κοίμηση	dormition
κοίταγμα	look
κοίτασμα	mineral deposit
κοίτη	riverbed
κοβάλτιο	cobalt
κογιότ	coyote
κογκρέσο	congress
κογχοειδής	conchoidal
κοιλάδα	valley
κοιλάρφανος	posthumous
κοιλέντερα	Coelenterata
κοιλαράς	potbellied
κοιλιά	belly
κοιλιακοί	crunch
κοιλιακός	abdominal
κοιλιογραφία	ventriculography
κοιλιογραφικός	ventriculographic
κοιλιοκάκη	coeliac disease
κοιλιοπλαστική	abdominoplasty
κοιλοδοκός	hollow section
κοιλότητα	cavity
κοιμάμαι	sleep
κοιμήσης	sluggish
κοιμίζω	send someone to sleep
κοιμισμένος	asleep
κοινή	Koine
κοινή λογική	common sense
κοινή νεοελληνική	SMG
κοιναισθησιοπάθεια	cenesthopathy
κοινοβιάτης	cenobite
κοινοβουλευτικός	parliamental
κοινοβουλευτισμός	parliamentary system
κοινοβούλιο	parliament
κοινογαμία	cenogamy
κοινολογημένος	disclosed
κοινολογώ	divulge
κοινολόγηση	disclosure
κοινοποιώ	divulge
κοινοπολιτεία	commonwealth
κοινοπραξία	consortium
κοινοτικοποίηση	communitisation
κοινοτικός	community
κοινοτοπία	commonplace
κοινωνία	society
κοινωνικά	socially
κοινωνική απομάκρυνση	social distancing
κοινωνική ασφάλιση	social insurance
κοινωνική δικτύωση	social networking
κοινωνικοοικονομικός	socio-economic
κοινωνικοποίηση	socialization
κοινωνικοποιώ	socialise
κοινωνικοπολιτιστικός	sociocultural
κοινωνικό δίκτυο	social network
κοινωνικός	sociable
κοινωνικός δαρβινισμός	social Darwinism
κοινωνικός λειτουργός	social worker
κοινωνικότητα	sociability
κοινωνιογλωσσολογία	sociolinguistics
κοινωνιοκεντρικός	sociocentric
κοινωνιολογία	sociology
κοινωνιολογικός	sociological
κοινωνιοπάθεια	sociopathy
κοινωνιόγραμμα	sociogram
κοινωνιόδραμα	sociodrama
κοινωνιόλεκτος	sociolect
κοινωνώ	communion
κοινωφελής	charitable
κοινό	public
κοινός	common
κοινός λογάριθμος	common logarithm
κοινότητα	municipality
κοινότοπος	commonplace
κοινότυπα	stodgily
κοινόχρηστος	shared
κοινώς	commonly
κοιτάζω	look
κοκ	coke
κοκάλινος	horn
κοκίτης	pertussis
κοκαΐνη	cocaine
κοκαλιάρης	scrawny
κοκαλώνω	freeze
κοκαϊνομανία	cocainism
κοκκίαση	granulation
κοκκίνισμα	reddening
κοκκίο	granule
κοκκίωμα	granuloma
κοκκινίζω	blush
κοκκινίλα	rash
κοκκινολαίμης	robin
κοκκινομάλλης	redhead
κοκκινωπός	reddish
κοκκιοκύτταρο	granulocytes
κοκκιωμάτωση	granulomatosis
κοκκολιθοφόρο	coccolithophore
κοκκολιθοφόρος	coccolithophore
κοκκομετρία	granulometry
κοκκομετρικός	granulometric
κοκκυγεκτομή	coccygectomy
κοκκυγωδυνία	coccydynia
κοκκώδης	granular
κοκομπλόκο	cockblock
κοκορέτσι	kokoretsi
κοκορίζω	crow
κοκορεύομαι	gloat
κοκοφοίνικας	coconut palm
κοκτέιλ	cocktail
κολάζ	collage
κολάζω	punish
κολάρο	collar
κολάσιμος	punishable
κολέγιο	college
κολίγας	crofter
κολίτιδα	colitis
κολακεία	flattery
κολακεύω	flatter
κολαούζο	tap
κολαστήριο	hell
κολατσίζω	snack
κολατσιό	snack
κολεκτίβα	collective
κολεκτιβοποίηση	collectivization
κολεόπτερα	Coleoptera
κολεός	sheath
κολεόσπασμος	vaginismus
κολιέ	necklace
κολικός	colic
κολιμπρί	hummingbird
κολιτιδικός	colitic
κολλάρω	starch
κολλάω	glue
κολλαγόνο	collagen
κολλαριστός	brand new
κολλημένος	stickler
κολλητήρι	soldering iron
κολλητός	buddy
κολλοειδής	colloid
κολλυβογράμματα	doodle
κολλύριο	collyrium
κολλώδης	adhesive
κολοβακτηρίδιο	colibacillus
κολοβός	curtailed
κολοβώνω	truncate
κολοκάσι	taro
κολοκυθάκι	courgette
κολοκυθιά	squash plant
κολοκυθόπιτα	pumpkin pie
κολοκύθα	pumpkin
κολοκύθι	courgette
κολομπαράς	queer
κολονοσκόπηση	colonoscopy
κολοσσιαίος	colossal
κολοσσός	colossus
κολοφώνας	peak
κολοφώνιο	rosin
κολπίτιδα	vaginitis
κολπικός	vaginal
κολποκήλη	colpocele
κολπορραφή	colporrhaphy
κολποσκόπηση	colposcopy
κολποσκόπιο	colposcope
κολπόκλειση	colpocleisis
κολυμβητήριο	natatorium
κολυμβητής	swimmer
κολυμβητικός	natant
κολυμπήθρα	baptistery
κολυμπηθρόξυλο	nothing was left standing
κολυμπημένος	swum
κολυμπώ	swim
κολχικίνη	colchicine
κολχόζ	kolkhoz
κολωνικά	Kölsch
κολόνα	column
κολόνια	cologne
κολύμβηση	swimming
κολύμπι	bathing
κομάντο	commando
κομήτης	comet
κομεντί	comedy
κομητεία	county
κομισάριος	commissar
κομιτατζής	comitadji
κομμάτι	piece
κομμίωση	gummosis
κομματάκι	chip
κομματιάζω	cut up
κομμεορρητίνη	gum resin
κομμουνίστρια	communist
κομμουνισμός	communism
κομμουνιστής	communist
κομμουνιστικός	communist
κομμούνι	bolshie
κομμωτής	hairdresser
κομμός	dirge
κομμώτρια	hairdresser
κομοδίνο	nightstand
κομουνιστής	communist
κομπάζω	boast
κομπάιλερ	compiler
κομπάρσος	extra
κομπέρ	compere
κομπίνα	do
κομπανία	company
κομπασμός	boast
κομπαστής	braggart
κομπαστικά	boastfully
κομπαστικός	boastful
κομπιουτεράκι	calculator
κομπιουτεράκιας	computer geek
κομπιουτεράς	geek
κομπλέ	okey-dokey
κομπλιμέντο	compliment
κομπλιμεντόζος	ceremonious
κομπογιαννίτης	quack
κομπογιαννιτισμός	quackery
κομποδετική	macramé
κομποσκοίνι	chotki
κομπρέσα	compress
κομπρεσέρ	jackhammer
κομπόστ	compost
κομπόστα	compote
κομφορμισμός	conformism
κομφορμιστής	conformist
κομφόρ	comforts
κομψός	elegant
κομψότητα	elegance
κονέ	connection
κονβόι	convoy
κονδύλι	entry
κονεομεταλλουργία	powder metallurgy
κονεσέρ	connoisseur
κονιάκ	cognac
κονιομεταλλουργία	powder metallurgy
κονιορτοποίηση	pulverisation
κονιορτοποιώ	pulverise
κονκλάβιο	conclave
κονκορδάτο	concordat
κονσέρβα	tin
κονσερβοποιώ	can
κονσερτίνα	concertina
κονστρουκτιβισμός	constructivism
κονσόλα	console
κοντά	near
κοντάκι	gunstock
