άρχης	arca
καθηγήτρια	professora
καθηγητής	professore
καθηγητικός	professorale
καθημερινός	quotidiano
καθημερινότητα	quotidianità
καθιερώνω	stabilire
καθιστώ	rendere
καθολικισμός	cattolicesimo
καθολικότητα	universalità
καθομιλουμένη	lingua colloquiale
καθορίζω	determinare
καθρέφτης	specchio
καθυστέρηση	ritardo
καθυστερώ	ritardare
καθόλου	ad ogni modo
καθώς	a mano a mano che
και	e
καινοζωικός	cenozoico
καινοτομία	innovazione
καινοτόμος	innovante
καινοφανής	d'avanguardia
καινός	nuovo
καιρός	tempo
καισαρική τομή	cesareo
καισαροβασιλικός	Imperial Regio
κακά	cacca
κακάο	cacao
κακία	cattiveria
κακο-	caco-
κακοήθης	maligno
κακοκαιρία	maltempo
κακομαθημένος	viziato
κακοποίηση	maltrattamento
κακοσμία	lezzo
κακουχία	stento
κακοφωνία	cacofonia
κακούργημα	delitto
κακό	male
κακόβουλος	malevolo
κακός	cattivo
κακότροπος	bisbetico
κακώς	male
καλά	bene
καλά Χριστούγεννα	buon Natale
καλάθι	canestro
καλάμι	canna
καλέντουλα	calendola
καλές τέχνες	belle arti
καλή όρεξη	buon appetito
καλαμάκι	cannuccia
καλαμάρι	calamaro
καλαμίθρα	nepitèlla
καλαμιά	stoppia
καλαμπόκι	mais
καλαπόδι	forma
καλαφάτης	calafato
καλαφατίζω	calafatare
καλειδοσκόπιο	caleidoscopio
καλημέρα	buongiorno
καληνύχτα	buonanotte
καλησπέρα	buona sera
καλιφόρνιο	Xcalifornio
καλκάνι	rombo
καλλίπυγος	callipige
καλλι-	calli-
καλλιέργεια	coltivazione
καλλιγράφος	calligrafo
καλλιγραφία	calligrafia
καλλιτέχνης	artista
καλλιτεχνικός	artistico
καλλυντικό	cosmetico
καλντέρα	caldera
καλοήθης	benigno
καλογρίτσα	castagnola
καλοθρεμμένος	ben pasciuta
καλοκαίρι	estate
καλοκαγαθία	kalokagathia
καλοντυμένος	agghindato
καλοπιάνω	lusingare
καλοριφέρ	calorifero
καλουπιτζής	carpentiere
καλοφαγάς	buongustaio
καλούπι	calco
καλπονοθεία	frode elettorale
καλτσοδέτα	giarrettella
καλτσόν	collant
καλτσόνε	calzone
καλωσορίσατε	benvenuto
καλωσόρισμα	benvenuto
καλό ταξίδι	buon viaggio
καλόγερος	frate
καλόκαρδος	generoso
καλός	buono
καλύβα	capanna
καλύπτω	coprire
καλύτερα	piuttosto
καλύτερος	meglio
καλώ	chiamare
καλώδιο	cavo
καμάκι	arpione
καμέλια	camelia
καμένος	bruciato
καμήλα	cammello
καμαρίλα	camarilla
καμαριέρα	cameriera
καμεραλισμός	cameralismo
καμηλιέρης	cammelliere
καμηλοπάρδαλη	giraffa
καμινάδα	camino
καμινέτο	lampada per saldare
καμουφλάζ	camuffamento
καμπάνα	campana
καμπίνα	cabina
καμπαναριό	campanile
καμπούρα	gobba
καμπούρης	gobbo
καμπύλη	curva
καμπύλος	curvato
καμφορά	canfora
κανάγιας	canaglia
κανάλι	canale
κανάτα	brocca
κανέλα	cannella
κανένας	nessuno
κανίβαλος	cannibale
καναπές	divano
καναρίνι	canarino
καναρινί	giallo canarino
κανελής	cannella
κανιβαλικός	cannibalesco
κανιβαλισμός	cannibalismo
κανοκιάλι	cannocchiale
κανονίζω	organizzare
κανονική έκφραση	espressione regolare
κανονικοποίηση	normalizzazione
κανονικός	esatto
κανονικότητα	normalità
κανονισμός	regolamento
καντάτα	cantata
καντίνα	mensa
καντρίλια	quadriglia
καντσονέτα	canzonetta
καντόνι	cantone
κανό	canoa
κανόνας	regola
κανόνι	cannone
καουτσούκ	gomma
καούρα	bruciore di stomaco
καπάκι	coperchio
καπάρο	caparra
καπέλο	cappello
καπίκι	copeco
καπίστρι	capestro
καπελάνος	cappellano
καπελιέρα	cappelliera
καπιταλισμός	capitalismo
καπιτουλάριο	capitulario
καπνίζω	fumare
καπνιστής	fumatore
καπνοδοχοκαθαριστής	spazzacamino
καπνομαντεία	capnomanzia
καπνός	fumo
καπό	cofano
καπόνι	cappone
καράτε	karate
καράτι	carato
καράφα	caraffa
καρέκλα	sedia
καρίνα	chiglia
καραβάνι	carovana
καραβέλα	caravella
καραβίδα	gambero
καρακάξα	gazza
καραμέλα	caramella
καραμούζα	cornamusa
καραμπίνα	carabina
καραμπινιέρος	carabiniere
καραμπόλα	carambola
καραμπόλα	carambola
καρατερίστας	caratterista
καρβουναριό	fummachio
καρβουνιάρης	codirosso spazzacamino
καρδερίνα	cardellino
καρδιά	cuore
καρδιακός	cardiaco
καρδιοαναπνευστικός	cardiorespiratorio
καρδιογράφος	cardiografo
καρδιολογία	cardiologia
καρδιολογικός	cardiologico
καρδιολόγος	cardiologa
καρδιομεγαλία	cardiomegalia
καρδιοπαλμός	battito
καρδιοπνευμονικός	cardiopolmonare
καρδιοτονωτικός	cardiotonico
καριέρα	carriera
καριερίστας	carrierista
καριερισμός	carrierismo
καρικατουρίστας	caricaturista
καρικατούρα	caricatura
καριόλα	carriola
καρκίνος	cancro
καρκίνωμα	carcinoma
καρκινογένεση	carcinogenesi
καρκινογόνος	cancerogeno
καρμίνη	amaranto
καρμπονάρα	carbonara
καρναβάλι	carnevale
καροτσάκι	carrozzella
καρουζέλ	carosello
καρούλι	montaggio su ruote
καρπουζιά	anguria
καρποφάγος	frugivoro
καρποφορώ	fruttificare
καρποφόρος	fruttuoso
καρπούζι	cocomero
καρπός	polso
καρπόφυλλο	carpello
καρτ ποστάλ	cartolina postale
καρτεσιανισμός	cartesianesimo
καρτεσιανό γινόμενο	prodotto cartesiano
καρυάτιδα	cariatide
καρυδιά	noce
καρυδόψιχα	copra
καρυοθραύστης	schiaccianoci
καρυοτυπικός	cariotipico
καρυότυπος	cariotipo
καρφί	chiodo
καρφίτσα	spillo
καρφώνω	fissare
καρχαρίας	pescecane
καρωτίδα	carotide
καρότο	carota
καρύδα	noce di cocco
καρύδι	noce
καρύκευμα	condimento
κασέλα	cassa
κασέτα	cassetta
κασίδα	tigna favosa
κασετίνα	astuccio
κασετόφωνο	magnianastri
κασκαντέρ	cascatore
κασκόλ	sciarpa
κασουάριο	casuario
κασσίτερος	stagno
καστανέρυθρο	bordeaux
καστανέρυθρος	fulvo
καστανιά	castagno
καστανιέτα	nacchere
καστανός	castano
καστελάνος	castellano
κατά κόσμον	nato
κατάδυση	immersione
κατάθεση	testimonianza
κατάθλιψη	depressione
κατάκτηση	conquista
κατάληξη	terminazione
κατάληψη	occupazione
κατάλληλος	appropriato
κατάλογος	catalogo
κατάλυμα	alloggio
κατάλυση	catalisi
κατάμεστος	del tutto pieno
κατάπλασμα	cataplasma
κατάπληξη	sorpresa
κατάρα	maledizione
κατάργηση	abolizione
κατάρτι	albero (della nave)
κατάσκοπος	spia
κατάσταση	stato
κατάστημα	negozio
κατάστιξη	tatuaggio
κατάσχεση	confisca
κατάσχω	confiscare
κατάταξη	classifica
κατάφρακτος	catafratta
κατάφωρος	manifesto
κατάχρηση	abuso
κατάψυξη	congelatore
κατέχω	possedere
κατήγορος	accusatore
κατήφορος	discesa
κατήχηση	addottrinamento
καταβεβλημένος	abbattuto
καταβολάδα	margotta
καταβροχθίζω	ingurgitare
καταγγελία	denuncia
καταγώγιο	bettola
καταδέχομαι	accondiscendere
καταδρομικό	incrociatore
καταδότης	informatore
καταθέτης	depositante
καταιγίδα	tempesta
κατακάνα	katakana
κατακλυσμός	diluvio
κατακραυγή	protesta
κατακτώ	conquistare
κατακόμβη	catacomba
κατακόρυφος	verticale
καταλήγω	andare a finire
καταλαβαίνω	capire
καταλαμβάνω	occupare
καταλανικά	catalano
καταληπτικός	catalettico
καταληψία	catalessi
καταλυτικός	catalitico
καταλύτης	catalizzatore
καταλύω	rompere il digiuno
καταμαράν	catamarano
κατανάλωση	consumo
καταναλωτής	consumatore
καταναλώνω	consumare
κατανομή	distribuzione
κατανοώ	capire
κατανόηση	comprensione
καταπέλτης	catapulta
καταπίεση	oppressione
καταπίνω	deglutire
καταπίστευση	fedecommesso
καταπακτή	botola
καταπατώ	calpestare
καταπολεμώ	lottare
καταπόδας	a ridosso
καταραμένος	maledetto
καταριέμαι	maledire
καταρράκτης	cascata
καταρρέω	arrestarsi
καταρρακτώδης	torrenziale
καταρτισμένος	preparato
κατασκήνωση	campeggio
κατασκευάζω	fabbricare
κατασκευή	fabbricazione
κατασκευαστής	produttore
κατασκηνώνω	campeggiare
κατασκοπεύω	spiare
καταστολή	repressione
καταστρέφω	distruggere
καταστροφέας	distruttore
καταστροφή	catastrofe
καταστροφικός	disastroso
κατατονία	catatonia
καταφέρνω	concludere
καταφύγιο	riparo
καταχρηστικά	eccessivamente
καταχρηστικός	abusivo
κατεβάζω	scaricare
κατεβαίνω	scendere
κατεδάφιση	demolizione
κατειλημμένος	occupato
κατεστημένο	establishment
κατευθείαν	direttamente
κατευνάζω	pacificare
κατεψυγμένος	congelato
κατεύθυνση	direzione
κατηγορία	accusa
κατηγορηματικός	perentorio
κατηγορητικός	accusatorio
κατηγορούμενος	accusato
κατηγορώ	accusare
κατηγόρημα	predicato
κατηχούμενη	catecumena
κατηχούμενος	catecumeno
κατηχώ	catechizzare
κατιόν	catione
κατοικήσιμος	abitabile
κατοικία	residenza
κατοικώ	abitare
κατολίσθηση	frana
κατονομάζω	identificare
κατορθώνω	realizzare
κατοχή	possesso
κατσίκα	capra
κατσαβίδι	cacciavite
κατσαρίδα	scarafaggio
κατσαρόλα	pentola
κατσαρός	persona dai capelli ricci
κατσουλιέρης	cappellaccia
κατώτερος	inferiore
κατώφλι	soglia
καυκαλήθρα	silermontano
καυλωμένος	arrapato
καυστικός	caustico
καυστικότητα	causticità
καυτερός	piccante
καυτός	bollente
καυχησιάρης	rodomontesco
καυχησιολογία	fanfaronata
καφέ-ω-λαι	caffè e latte
καφές	caffè
καφεΐνη	caffeina
καφενείο	caffè
καφετέρια	caffetteria
καφετζής	caffettiere
καφετιέρα	caffettiera
καφκικός	kafkiano
καχεκτικός	cachettica
καύσιμο	carburante
καύσιμος	combustibile
καύσωνας	canicola
κβάζαρ	quasar
κβάντωση	quantizzazione
κβαντομηχανική	meccanica quantistica
κβαντοφυσική	fisica quantistica
κείμαι	giacere
κείμενο	testo
κειμήλιο	bagaglio
κειμενικός	testuale
κεκλεισμένων των θυρών	a porte chiuse
κελί	cella
κελτικός	celtico
κεμπάπ	kebab
κενοτάφιο	cenotafio
κεντρικός	centrale
κενό	apertura
κεράσι	ciliegia
κερί	candela
κεραία	antenna
κεραμίδι	tegola
κεραμική	ceramica
κερασιά	ciliegio
κερασφόρος	cornuto
κερατάς	cornuto
κερατίνη	cheratina
κερατοειδής χιτώνας	cornea
κερατώνω	fare le corna
κεραυνοβόλος έρωτας	amore a prima vista
κεραυνός	fulmine
κερδίζω	guadagnare
κερδοφόρος	lucrativo
κερκίδα	radio
κετσές	feltro
κετόνη	chetone
κεφάλαιο	capitolo
κεφάλι	být paličatý
κεφίρ	kefir
κεφαλίδα	header
κεφαλαιοποιώ	capitalizzare
κεφαλιά	colpo di testa
κεφαλικός	cefalico
κεφτές	polpetta
κεχρί	miglio
κεχριμπάρι	ambra
κεχριμπαρένιος	ambrato
κηδεία	funerale
κηδεμόνας	tutore
κηλίδα	macchia
κηπευτικός	orticolo
κηπουρική	giardinaggio
κηπουρός	giardiniere
κηρομαντεία	ceromanzia
κηρομπογιά	pastello
κηροπήγιο	candelabro
κηροσβέστης	spegnitoio
κηρύκειο	caduceo
κηρύσσω	predicare
κηφήνας	fuco
κιάλια	binocolo
κιβωτός	arca
κιβώτιο	cassa
κιγκλίδωμα	balaustra
κιζερίτης	kieserite
κιθάρα	chitarra
κιθαρίστας	chitarrista
κικιρίκου	chicchirichì
κιλοβατώρα	chilowattora
κιλό	chilo
κιλότα	mutande
κιμάς	macinato
κιμονό	chimono
κιμπούτς	kibbutz
κιμωλία	gessetto
κινάση	chinasi
κινέζικος	cinese
κινίνο	chinino
κινεζικά	cinese
κινηματογράφος	cinematografo
κινηματογραφώ	filmare
κινησιολογία	chinesiologia
κινητήρας	motore
κινητικός	cinetica
κινητικότητα	mobilità
κινητοποίηση	mobilitazione
κινητός	mobile
κινούμενη άμμος	sabbie mobili
κινώ	muoversi
κιονόκρανο	capitello
κιούριο	curio
κιρρωτικός	cirrotico
κιρσός	vena varicosa
κισσός	edera
κιτρικό οξύ	acido citrico
κιτρικός	citrico
κιτς	kitsch
κιόλας	già
κλάβικορντ	clavicordo
κλάδος	branca
κλάμα	pianto
κλάξον	clacson
κλάση	classe
κλάσμα	frazione
κλέβω	rubare
κλέφτης	ladro
κλήρος	clero
κλήρωση	riffa
