α	t
μανσέτα	manschett
μαντάρω	stoppa
μαντίλι	näsduk
μανταλάκι	klädnypa
μανταλωτής	låskrets
μανταρίνι	mandarin
μανταρινιά	mandarin
μαντεύω	förutsäga
μαντζαφλάρι	grej
μαντζουράνα	mejram
μαντολάτο	nougat
μαντολίνο	mandolin
μανόμετρο	manometer
μαξιλάρι	kudde
μαξιλαροπόλεμος	kuddkrig
μαοϊσμός	maoism
μαρέγκα	maräng
μαρίδα	småfisk
μαρίνα	marina
μαραγκός	snickare
μαραθώνιος	maraton
μαραφέτι	grej
μαργαρίνη	margarin
μαργαρίτα	tusensköna
μαργαριτάρι	pärla
μαργράβος	markgreve
μαριονετίστας	dockspelare
μαρκήσιος	markis
μαρκαδόρος	filtpenna
μαρκασίτης	markasit
μαρκησία	markisinna
μαρκιωνία	mark
μαρμαρυγίας	glimmer
μαρμελάδα	marmelad
μαρμότα	murmeldjur
μαρξισμός	marxism
μαρξιστής	marxist
μαρξιστικός	marxistisk
μαρούλι	isbergssallad
μαρτυριάρης	skvallerbytta
μαρτυρώ	attestera
μασάζ	massage
μασέλα	löständer
μασέρ	massör
μαστάρι	juver
μαστίγιο	piska
μαστίχα	tuggummi
μαστογραφία	mammografi
μαστουρωμένος	stenad
μαστόδοντας	mastodont
μαστός	bröst
μασχάλη	armhåla
ματ	matt
ματαίωση	abrogation
ματαιοδοξία	fåfänga
ματαιόδοξος	fåfäng
ματζόρε	dur
ματιά	blick
ματς	match
ματσέτα	machete
ματσόλα	hammare
ματωμένος	blodig
ματώνω	bloda ner
μαυρίζω	svartna
μαυροπίνακας	skrivtavla
μαυσωλείο	mausoleum
μαφία	maffia
μαχαίρι	kniv
μαχαιρώνω	hugga
μαχαραγιάς	maharadja
μαϊμού	apa
μαϊντανός	persilja
μαϊτνέριο	meitnerium
μαόνι	mahogny
μαύρη αγορά	svart börs
μαύρη τρύπα	svart hål
μαύρο	svart
μαύρος	svart
με	med
με τα πόδια	till fots
μείγμα	blandning
μείζων	myndig
μείον	minus
μείωση	meios
μεγάλος	vuxen
μεγέθυνση	förstoring
μεγα-	mega-
μεγαβατώρα	megawattimme
μεγαλείο	storhet
μεγαλειότατος	majestätisk
μεγαλειώδης	grandios
μεγαλομανής	storhetsvansinnig
μεγαλομανία	storhetsvansinne
μεγαλοπρέπεια	prakt
μεγαλοπρεπής	magnifik
μεγαλούπολη	megalopolis
μεγαλώνω	uppfostra
μεγαοικοσύστημα	biom
μεγεθύνω	förstora
μεδούλι	märg
μεζές	förrätt
μεζούρα	måttband
μεθάνιο	metan
μεθαμφεταμίνη	metamfetamin
μεθανόλη	metanol
μεθαύριο	övermorgon
μεθοδικός	metodisk
μεθοδισμός	metodism
μεθοκοπώ	supa
μεθυσμένος	berusad
μεθώ	bli berusad
μεικτός	blandad
μειονέκτημα	nackdel
μειονότητα	minoritet
μειώνω	reducera
μελάνι	bläck
μελάνωμα	melanom
μελάσα	melass
μελάτος	löskokt
μελέτη	studie
μελίγκρα	bladlus
μελαγχολία	svårmod
μελαγχολικός	melankolisk
μελανίνη	melanin
μελανοδοχείο	bläckhorn
μελανοκύτταρο	melanocyt
μελανοχίτωνας	svartskjorta
μελαχρινός	mörkhårig
μελισσοκόμος	biodlare
μελισσοφάγος	biätare
μελιτζάνα	aubergine
μελλοντικός	tillkommande
μελλοντολογία	futurologi
μελλοντολόγος	framtidsforskare
μελοδραματικός	melodramatisk
μελωδία	melodi
μεμβράνη	hinna
μενίρ	bautasten
μενουέτο	menuett
μενού	meny
μενταγιόν	medaljong
μεντελέβιο	mendelevium
μεντεσές	gångjärn
μερίδιο	andel
μεραρχία	division
μερικοί	några
μερικός	delvis
μερικώς	delvis
μεροληπτικός	partisk
μερώνυμο	meronym
μεσάζων	mellanhand
μεσάνυχτα	midnatt
μεσαίος	mellerst
μεσαίωνας	Medeltiden
μεσαιωνικός	medeltida
μεσαιωνοδίφης	medeltidsforskare
μεσημέρι	middag
μεσημβρινός	meridian
μεσημεριανό	lunch
μεσογειακός	mediterran
μεσοζωικός	mesozoisk
μεσοκάθετος	mittpunktsnormal
μεσοκαλόκαιρο	midsommar
μεσοκυττάριος	intercellulär
μεσολάβηση	agentur
μεσοπολεμικός	mellankrigs-
μεσοπόλεμος	mellankrigstid
μεσουρανώ	kulminera
μεσοφόρι	underkjol
μεσσιανικός	messiansk
μεστός	full
μεστώνω	mogna
μεσόνιο	meson
μετά	efter
μετά χαράς	med glädje
μετάβαση	övergång
μετάδοση	transmission
μετάληψη	kommunion
μετάλλευμα	malm
μετάλλιο	medalj
μετάξι	siden
μετάπτωση	avljud
μετάσταση	metastas
μετάφραση	översättning
μετέωρο	meteor
μεταβάλλω	förändra
μεταβατικός	transitiv
μεταβιβάζω	överbringa
μεταβλητή	variabel
μεταβλητός	omväxlande
μεταβολίτης	metabolit
μεταβολισμός	metabolism
μεταγλωττίζω	kompilera
μεταγλωττιστής	kompilator
μεταγλώσσα	metaspråk
μεταγλώττιση	dubbning
μεταγραμματισμός	transkribering
μεταγραφή	transkription
μεταδίδω	sända
μεταδοτικός	smittsam
μεταθανάτιος	postum
μετακινώ	flytta
μετακομίζω	flytta
μετακόμιση	flytt
μεταλλαγμένος	genmodifierad
μεταλλείο	gruva
μεταλλικός	metallisk
μεταλλουργία	metallurgi
μεταλλουργικός	metallurgisk
μεταλλωρύχος	gruvarbetare
μεταλογική	metalogik
μεταμέλεια	ånger
μεταμορφώνω	förvandla
μεταμόρφωση	metamorfos
μετανάστευση	invandring
μετανάστης	invandrare
μεταναστεύω	emigrera
μετανιώνω	ångra
μετανοώ	ångra
μεταξοσκώληκας	silkesfjäril
μεταξοτυπία	serigrafi
μεταξύ	mellan
μεταξύ σφύρας και άκμονος	mellan hammaren och städet
μεταρρυθμίζω	reformera
μεταρρύθμιση	reform
μετασεισμός	efterskalv
μετασχηματισμός	transformation
μετασχηματιστής	transformator
μετασύμπαν	metaversum
μετατάρσιο	mellanfot
μετατρέπω	förvandla
μεταφέρω	transportera
μεταφορά	metafor
μεταφορικός	figurativ
μεταφράζω	översätta
μεταφράσιμος	översättbar
μεταφραστής	översättare
μεταφραστικό δάνειο	översättningslån
μεταφύτευση	transplantation
μεταχειρισμένος	begagnad
μετεγκαθιστώ	flytta
μετενσάρκωση	reinkarnation
μετεωρίτης	meteorit
μετεωρικός	meteorisk
μετεωρολογία	meteorologi
μετεωρολογικός	meteorologisk
μετεωρολόγος	meteorolog
μετουσίωση	transsubstantiation
μετοχή	particip
μετράω	räkna
μετρητής	markör
μετρικός	metrisk
μετριοφροσύνη	blygsamhet
μετριότητα	medelmåtta
μετρονόμος	metronom
μετροταινία	måttband
μετρό	tunnelbana
μετωνυμία	metonymi
μεφίτιδα	skunk
μηδέν	nolla
μηδαμινότητα	ogiltighet
μηδενική ανοχή	nolltolerans
μηδενισμός	nihilism
μηδενιστής	nihilist
μηδενιστικός	nihilist
μηλίτης	cider
μηλιά	äppelträd
μηλολόνθη	majbagge
μηλοφάγος	fårlus
μηλόπιτα	äppelkaka
μηνιαίος	månatlig
μηνιγγίτιδα	hjärnhinneinflammation
μηνύω	lagföra
μηρυκάζω	idissla
μηρυκαστικός	idisslare
μηρός	lår
μητέρα	mor
μητριά	styvmoder
μητριαρχία	matriarkat
μητρική κάρτα	moderkort
μητρικός	moderlig
μητροκτονία	modermord
μητροκτόνος	modermördare
μητρότητα	moderskap
μητρώο	register
μηχάνημα	grunka
μηχανή	motor
μηχανή αναζήτησης	sökmotor
μηχανική	mekanik
μηχανική μάθηση	maskininlärning
μηχανικός	mekanisk
μηχανικός	lokförare
μηχανισμός	mekanism
μηχανόβιος	knutte
μι	my
μια φορά κι έναν καιρό	det var en gång
μιγαδικός	komplex
μικιμάους	Musse Pigg
μικκύλιο	micell
μικρή κουκουβάγια	minervauggla
μικρανεψιά	brors dotterdotter
μικρανεψιός	broders dotterson
μικρο-	mikro-
μικροβιακός	mikrobiell
μικροβιολογία	mikrobiologi
μικροβιολόγος	mikrobiolog
μικρογραμμάριο	mikrogram
μικροδευτερόλεπτο	mikrosekund
μικροεπεξεργαστής	mikroprocessor
μικροοργανισμός	mikroorganism
μικροσκοπικός	mikroskopisk
μικροσκόπιο	mikroskop
μικροφίλμ	mikrofilm
μικροϋπολογιστής	mikrodator
μικρόβιο	mikrob
μικρόμετρο	mikrometer
μικρός	kort
μικρόφωνο	mikrofon
μιλάω	tala
μιλιμετρέ	millimeterpapper
μιλιταρισμός	militarism
μιλφέιγ	napoleonbakelse
μιμούμαι	efterapa
μιναρές	minaret
μινιμαλισμός	minimalism
μινόρε	moll
μιούζικαλ	musikal
μισάνθρωπος	misantrop
μισάωρο	halvtimma
μισαλλοδοξία	bigotteri
μισανθρωπία	misantropi
μισθοδοσία	lönelista
μισθοφόρος	legosoldat
μισθός	lön
μισθώνω	hyra ut
μισογυνία	kvinnohat
μισογυνισμός	kvinnohat
μισογύνης	kvinnohatare
μισό	halvnot
μισός	halv
μισώ	hata
μνήμη	minne
μνήμη φλας	flashminne
μνημείο	minnesmärke
μνημόνιο	memorandum
μνημόσυνο	rekviem
μνησίκακος	hätsk
μνησικακία	agg
μνηστήρας	friare
μνηστεύομαι	förlova sig
μνηστεύω	förlova
μοίρα	grad
μογγολικός	mongoliska
μοδάτος	inne
μοιάζω	likna
μοιράζομαι	dela
μοιράζω	dela
μοιρογνωμόνιο	gradskiva
μοιρολατρία	fatalism
μοιρολόι	klagosång
μοιχεία	äktenskapsbrott
μοιχός	äktenskapsbrytare
μολδαβικά	moldaviska
μολδαβικός	moldavisk
μολυβδαίνιο	molybden
μολυβδούχος	blyhaltig
μολόχα	malva
μολύβι	blyertspenna
μονάδα	enhet
μονάρχης	monark
μοναδικός	unik
μοναξιά	ödslighet
μοναρχία	monarki
μοναστήρι	kloster
μοναχή	nunna
μοναχικός	isolerad
μοναχοπαίδι	ensambarn
μοναχός	munk
μονεγασκικά	monegask
μονισμός	monism
μονογαμία	monogami
μονογραφία	monografi
μονοθεϊσμός	monoteism
μονοκομματισμός	enpartistat
μονοκύτταρος	encellig
μονομανία	monomani
μονομαχία	duell
μονομερής	ensidig
μονοπάτι	stig
μονοπλάνο	monoplan
μονοπυρήνωση	infektiös mononukleos
μονοπωλιακός	monopolistisk
μονοπώλιο	monopol
μονοφυσιτισμός	monofysitism
μονοψώνιο	monopsoni
μοντάζ	montage
μοντέλο	modell
μοντέρνος	modern
μονωτής	isolering
μονόγλωσσος	enspråkig
μονόγραμμα	monogram
μονόδρομος	enkelriktad
μονόκερως	enhörning
μονόκλ	monokel
μονόκλινο	enkel
μονόλιθος	monolit
μονόλογος	monolog
μονόπλευρος	ensidig
μονότονος	entonig
μονόφθαλμος	enögd
μονόχρωμος	monokrom
μονώνυμο	monom
μορταδέλα	mortadella
μορφή	form
μορφασμός	grimas
μορφολογία	morfologi
μορφολογικός	morfologisk
μορφότυπο	format
μορφώνω	uppfostra
μοσχάρι	kalv
μοσχοκάρυδο	muskotnöt
μοσχοκαρυδιά	muskot
μοσχολέμονο	lime
μοτέλ	motell
μοτέτο	motett
μοτίβο	motiv
μοτοποδήλατο	moped
μοτοσικλέτα	motorcykel
μου	min
μουγγός	stum
μουγκρίζω	råma
μουεζίνης	muezzin
μουζίκος	muzjik
μουλάρι	mula
μουλαράς	mulåsnedrivare
μουνί	fitta
μουντός	matt
μουνόψειρα	flatlus
μουριά	mullbär
μουρμουρίζω	mumla
μουρμουρητό	mummel
μουρτζουφλώ	förakta
μουσείο	museum
μουσελίνα	muslin
μουσική	musik
μουσική δωματίου	kammarmusik
μουσικολογία	musikvetenskap
μουσικό όργανο	musikinstrument
μουσικός	musikalisk
μουσικός	musikant
μουσκέτο	musköt
μουσκεμένος	genomblöt
μουσουλμάνος	muslim
μουσουλμανικός	muslimsk
μουστάκι	mustasch
μουστάρδα	senap
μουσώνας	monsun
μουφτής	mufti
μουχλιάζω	mögla
μοχίτο	mojito
μοχθηρός	illasinnad
μοχλός	hävstång
μούμια	mumie
μούρη	käft
μούρο	mullbär
μούσα	Musa
μούσλι	müsli
μούστος	must
μούχλα	mögel
μπάλα	boll
μπάλωμα	lapp
μπάμια	okra
μπάνιο	bad
μπάντζο	banjo
μπάρμαν	bartender
μπάσκετ	basketboll
μπάσο	bas
μπάσος	bas
μπάσταρδος	skitstövel
μπάτης	bris
μπάτσελορ	svensexa
μπέιζμπολ	baseboll
μπέικον	bacon
μπίρα	öl
μπαίνω	inträda
μπαγιάτικος	unken
μπαγκέτα	dirigentpinne
μπαζούκα	bazooka
μπακίρι	koppar
μπακαλιάρος	torsk
μπακλαβάς	baklava
μπαλάντα	ballad
μπαλέτο	balett
μπαλαλάικα	balalajka
μπαλαντέρ	joker
μπαλαούρο	arrest
μπαλαρίνα	balettdansös
μπαλκόνι	balkong
μπαλτάς	hackkniv
μπαλόνι	ballong
μπαμ	bom
μπαμπάρα	bambara
μπαμπάς	pappa
μπαμπουίνος	babian
μπαμπού	bambu
μπαμπούλης	pappa
μπανάνα	banan
μπανανία	bananrepublik
μπανανόφλουδα	bananskal
μπανγκλαντεσιανός	bangladeshisk
μπανιέρα	badkar
μπαούλο	koffert
μπαρ	bar
μπαράζ	ström
μπαρκάρω	embarkera
μπασίστας	basist
μπαστούνι	hockeyklubba
μπαταρία	batteri
μπατζάκι	byxben
μπατονέτα	bomullspinne
μπατσελορέτ	möhippa
μπαχάρι	kryddpeppar
μπεζ	beige
μπεκ	munstycke
μπεκάτσα	morkulla
μπελάς	problem
μπενγκάλι	bengali
μπερές	basker
μπερδεμένος	knepig
μπερδεύω	förvirra
μπερκέλιο	berkelium
μπετονιέρα	betongblandare
μπιγκόνια	begonia
μπιενάλε	biennal
μπιζέλι	ärta
μπικίνι	bikini
μπιλιάρδο	biljard
μπιμπερό	nappflaska
μπιντές	bidé
μπισκότο	kex
μπιτκόιν	bitcoin
μπιτόνι	dunk
μπιφτέκι	biff
μπιχλιμπίδι	krimskrams
μπλέκω	insnärjd
μπλέντερ	mixer
μπλε	blå
μπλιαχ	blä
μπλοκ	anteckningsbok
μπλοκάρω	blockera
μπλουζ	blues
μπλόφα	bluff
μπογιατζής	målare
μποζόνιο	boson
μπολ	skål
μπολσεβίκος	bolsjevik
μπολσεβικισμός	bolsjevism
μπομπίνα	rulle
