έξ	ex
καταχρώμαι	abuser
καταχωρίζω	enregistrer
καταχύστρα	bretèche
καταχώριση	enregistrement
καταψηφίζω	blackbouler
καταψύκτης	congélateur
καταψύχω	congeler
καταϊδρωμένος	eau
κατεβάζω	abaisser
κατεβαίνω	descendre
κατεδάφιση	démolition
κατεδαφίζω	démolir
κατεδαφισμένος	démoli
κατειλημμένος	occupé
κατεξοχήν	surtout
κατεργάρης	coquin
κατεργασία	traitement
κατεστημένο	establishment
κατεστημένος	établi
κατεστραμμένος	ablagé
κατευθείαν	directement
κατευθυντήριος	directeur
κατευθύνω	diriger
κατεχόμενα	occupés
κατεχόμενος	possédé
κατεψυγμένος	congelé
κατεύθυνση	direction
κατηγορία	accusation
κατηγορηματικός	catégorique
κατηγορητήριο	réquisitoire
κατηγοριοποίηση	catégorisation
κατηγοριοποιώ	catégoriser
κατηγορούμενο	prédicatif
κατηγορούμενος	accusé
κατηγορώ	accuser
κατηγόρημα	prédicat
κατηφής	morose
κατηφορίζω	descendre
κατηφορικός	déclive
κατηχούμενος	catéchumène
κατηχώ	catéchiser
κατιόν	cation
κατιών	descendant
κατοικήσιμος	habitable
κατοικία	résidence
κατοικίδιος	domestique
κατοικημένος	habité
κατοικώ	habiter
κατολίσθηση	glissement de terrain
κατολισθαίνω	s'enfoncer
κατονομάζω	dénommer
κατονομασία	appellation
κατονομαστικός	dénominatif
κατοπινός	postérieur
κατοπτρικός	catoptrique
κατορθωτός	possible
κατορθώνω	réussir
κατουράω	pisser
κατοχή	occupation
κατοχυρώνω	sauvegarder
κατοχύρωση	brevet
κατράμι	goudron
κατρακυλώ	dégringoler
κατρακύλα	dégringolade
κατρακύλισμα	dégringolade
κατς	catch
κατσάδα	engueulade
κατσίκα	chèvre
κατσαβίδι	tournevis
κατσαδιάζω	crier
κατσαρίδα	blatte
κατσαρόλα	casserole
κατσιάζω	dépérir
κατσικάκι	cabri
κατσικοκλέφτης	chevreau
κατσικούλα	chevrette
κατσουφιάζω	bouder
κατσούφης	penaud
κατωτερότητα	infériorité
κατόπι	ensuite
κατόπιν	après
κατόρθωμα	exploit
κατώι	cave
κατώτερος	inférieur
κατώφλι	seuil
καυλωμένος	chaud
καυλώνω	bander
καυσαέριο	gaz
καυστήρας	chaudière
καυστικός	caustique
καυστικότητα	causticité
καυτηριάζω	cautériser
καυτός	torride
καυχηματίας	fanfaron
καυχησιάρης	vantard
καυχησιολογία	fanfaronnade
καυχιέμαι	fanfaronner
καφάσι	cageot
καφέ	café
καφέ-ω-λαι	café au lait
καφές	café
καφεΐνη	caféine
καφεζυθεστιατόριο	café restaurant
καφεκοπτείο	brûlerie
καφενείο	café
καφετέρια	cafétéria
καφετής	marron
καφετζής	cafetier
καφετιέρα	cafetière
καφκικός	kafkaïen
καφωδείο	café chantant
καχεκτικός	cachectique
καχεξία	cachexie
καχυποψία	défiance
καχύποπτα	avec méfiance
καχύποπτος	méfiant
καψαλίζω	flamber
καψερός	malheureux
καψούρα	béguin
καψόνι	bizutage
καψώνω	chaud
καϊμάκι	mousse
καύκαλο	carapace
καύλα	bandaison
καύση	combustion
καύσιμο	combustible
καύσιμος	combustible
καύσωνας	canicule
καύτρα	allumé
κβάζαρ	quasar
κβάντα	quanta
κβάντο	quantique
κβάντωση	quantisation
κβαντικός	quantique
κβαντισμός	quantification
κβαντιστής	quantificateur
κβαντομηχανική	mécanique quantique
κβαντοφυσική	physique quantique
κείμαι	gésir
κείμενο	texte
κείμενος	en vigueur
κείτομαι	gésir
κειμήλιο	relique
κειμενικός	textuel
κεκλεισμένων των θυρών	à huis clos
κεκλιμένος	incliné
κεκτημένος	acquis
κελάρι	cellier
κελάρυσμα	bruissement
κελί	cellule
κελαρύζω	glouglouter
κελεμπία	gandoura
κελτικός	celte
κενοτάφιο	cénotaphe
κεντρί	dard
κεντρίζω	piquer
κεντρική μονάδα επεξεργασίας	unité centrale
κεντρικός	central
κεντρομερές	centromère
κεντρώος	centriste
κεντώ	piquer
κενό	espace
κενός	vacant
κενόσπουδος	baguenaudier
κενότητα	vacance
κεράσι	cerise
κεράτωμα	cocufiage
κερί	bougie
κεραία	vergue
κεραμίδα	tuile
κεραμίδι	tuile
κεραμιδώνω	poser des tuiles
κεραμική	céramique
κεραμικός	céramique
κεραμοσκεπής	toit
κερασής	cerise
κερασιά	cerisier
κερασφόρος	cornu
κερατάς	cocu
κερατίνη	kératine
κερατίτιδα	kératite
κερατοειδής	corné
κερατοειδής χιτώνας	cornée
κερατώνω	cocufier
κεραυνοβόλος	foudroyant
κεραυνοβόλος έρωτας	coup de foudre
κεραυνομαντεία	kéraunomancie
κεραυνός	foudre
κερδίζομαι	gagner
κερδίζω	gagner
κερδισμένος	gagné
κερδομανής	maniaque du profit
κερδοσκοπία	spéculation
κερδοσκοπικός	lucratif
κερδοσκόπος	spéculateur
κερδοφορία	rentabilité
κερδοφόρος	lucratif
κερκίδα	gradin
κερματοδέκτης	fente
κερνάω	régaler
κερωμένος	ciré
κερώνω	blémir
κετιμίνη	ketimine
κετσές	feutre
κετόνη	cétone
κεφάλαιο	chapitre
κεφάλας	bêta
κεφάλι	n'en faire qu'à sa tête
κεφάτος	bonne
κεφαλίδα	en-tête
κεφαλαίο	majuscule
κεφαλαίος	capitale
κεφαλαιμάτωμα	céphalhématome
κεφαλαιοκράτης	capitaliste
κεφαλαιοποιώ	capitaliser
κεφαλαιούχος	capitaliste
κεφαλαιώδης	capital
κεφαλιά	coup de tête
κεφαλικός	céphalique
κεφαλογραβιέρα	kefalograviéra
κεφαλομετρία	céphalométrie
κεφαλομετρικός	céphalométrique
κεφαλοχώρι	bourg
κεφαλόμετρο	céphalomètre
κεφαλόσκαλο	palier
κεφτές	kafta
κεφτεδάκι	boulette de viande
κεχριμπάρι	ambre
κηδεία	funérailles
κηδεμονία	tutorat
κηδεμόνας	tuteur
κηκογόνος	criminogène
κηλίδα	tache
κηλεπίδεσμος	bandage herniaire
κηλιδώνω	entacher
κηπάκος	jardinet
κηπουρική	jardinage
κηπουρός	jardinier
κηπούπολη	cité-jardin
κηρήθρα	alvéole d'abeilles
κηροζίνη	kérosène
κηρομαντεία	céromancie
κηρομπογιά	craie
κηροπήγιο	chandelier
κηροποιός	bougies
κηροσβέστης	éteignoir
κηρύκειο	caducée
κηρύσσω	prêcher
κητώδης	cétacé
κηφήνας	bourdon
κι έζησαν αυτοί καλά κι εμείς καλύτερα	et ils se marièrent et eurent beaucoup d' enfants
κιάλι	longue-vue
κιάλια	jumelles
κιβωτός	arche
κιβώτιο	caisse
κιγκαλερία	quincaillerie
κιγκλίδωμα	balustrade
κιγκλιδωτός	grillagé
κιγκλιδώνω	grillager
κιζερίτης	kiesérite
κιθάρα	guitare
κιθαρίστας	guitariste
κιθαριστής	guitariste
κιθαρωδός	citharède
κικιρίκου	cocorico
κιλίμι	kilim
κιλλίβαντας	affût
κιλοβάτ	kilowatt
κιλοβατώρα	kilowatt-heure
κιλτ	kilt
κιλό	kilo
κιλότα	culotte
κιμάς	viande hachée
κιμονό	kimono
κιμπάρης	galant homme
κιμπαριλίκι	grandeur
κιμπούτς	kibboutz
κιμωλία	craie
κινάση	kinase
κινίνο	quinine
κιναισθησία	kinesthésie
κιναισθητικός	kinesthétique
κινδυνεύω	danger
κινδυνολογία	dramatisation
κινεζικά	chinois
κινηματίας	putschiste
κινηματογράφηση	tournage
κινηματογράφος	cinématographe
κινηματογραφία	cinématographie
κινηματογραφίστρια	cinéaste
κινηματογραφικός	cinématographique
κινηματογραφιστής	cinéaste
κινηματογραφώ	filmer
κινησιοθεραπεία	kinésithérapie
κινησιοθεραπευτής	kinésithérapeute
κινησιοθεραπευτικός	kinésithérapeutique
κινησιολογία	kinésiologie
κινησιολογικός	kinésiologique
κινητήρας	moteur
κινητήριος	moteur
κινητική	cinématique
κινητικός	cinétique
κινητικότητα	mobilité
κινητοποίηση	mobilisation
κινητοποιώ	mobiliser
κινητροδοτώ	inciter
κινητό	portable
κινητό τηλέφωνο	mobile
κινητός	mobile
κινούμενη άμμος	sable mouvant
κινούμενο σχέδιο	dessin animé
κινούμενος	en mouvement
κινώ	bouger
κιονοειδής	colonnaire
κιονόκρανο	chapiteau
κιούπι	jarre
κιούριο	curium
κιρ	kir
κιργιστανικά	kirghiz
κιρικίτι	kirikiti
κιρκαδιανός	circadien
κιρκασιανά	kabardien
κιρς	kirsch
κιρσός	varice
κισσός	lierre
κιτ	kit
κιτάπι	bouquin
κιτρικό οξύ	acide citrique
κιτρικός	citrique
κιτρινίζω	jaunir
κιτρινισμένος	jauni
κιτρινωπός	jaunâtre
κιτς	kitch
κιόλας	déjà
κιόσκι	kiosque
κλάβικορντ	clavicorde
κλάδεμα	taille
κλάδος	branche
κλάμα	pleurs
κλάνω	péter
κλάξον	klaxon
κλάση	classe
κλάσμα	fraction
κλέβω	voler
κλέμα	domino
κλέφτης	voleur
κλέφτρα	voleuse
κλήμα	vigne
κλήρος	clergé
κλήρωση	tirage
κλήση	appel
κλήτευση	citation
κλίβανος	autoclave
κλίκα	clique
κλίμα	climat
κλίμακα	échelle
κλίμακα Μποφόρ	Échelle de Beaufort
κλίμακα χρωμάτων	gamme de couleurs
κλίνη	lit
κλίνω	pencher
κλίση	déclinaison
κλαίω	pleurer
κλαβιέ	clavier
κλαδάκι	brindille
κλαδί	branche
κλαδευτήρι	sécateur
κλαδεύω	tailler
κλακάζ	claquage
κλακέτα	claquette
κλακέτες	claquettes
κλακαδόρος	claqueur
κλαμένος	larmes
κλαμπ	boîte de nuit
κλαρινέτο	clarinette
κλαρινετίστας	clarinettiste
κλασέρ	classeur
κλασικισμός	classicisme
κλασικιστής	classiciste
κλασικός	classique
κλασματικός	fractionnaire
κλασματοποιώ	fractionner
κλατάρω	crevé
κλατς	débrayage
κλαψιάρικος	plaintif
κλαψουρίζω	chialer
κλαψούρισμα	pleurnicherie
κλείδα	clé
κλείνω	fermer
κλείσιμο	fermeture
κλειδάκι	claciele
κλειδί	clé
κλειδί πίπας	clé à pipe
κλειδαράς	serrurier
κλειδαριά	serrure
κλειδαρότρυπα	trou de la serrure
κλειδοκράτειρα	châtelaine
κλειδομαντεία	clédomancie
κλεινός	célèbre
κλεισούρα	cluse
κλειστοφοβία	claustrophobie
κλειστό σύστημα	système fermé
κλειστός	fermé
κλειτορίδα	clitoris
κλειτοριδικός	clitoridien
κλεπτοκρατία	kleptocratie
κλεπτομανής	cleptomane
κλεπτομανία	cleptomanie
κλεφτοκοτάς	chapardeur
κλεψύδρα	sablier
κληματαριά	tonnelle
κληρικαλισμός	cléricalisme
κληρικοκρατία	clérocratie
κληρικός	clerc
κληροδοτώ	léguer
κληροδότημα	legs
κληρονομιά	héritage
κληρονομικός	héréditaire
κληρονομικότητα	hérédité
κληρονομώ	hériter
κληρονόμος	héritier
κληρουχία	clérouquie
κληρωτίδα	urne
κλητήρας	huissier
κλητική	vocatif
κλητικός	vocatif
κλικάρω	cliquer‎
κλιμάκιο	échelon
κλιμάκωση	escalade
κλιμακοστάσιο	escalier
