crazia	κρατία
intellettualismo	διανοητισμός
intelligence	νοήμων
intelligente	έξυπνος
intelligenza	νοημοσύνη
intelligenza artificiale	τεχνητή νοημοσύνη
intellighenzia	ιντελιγκέντσια
intemerata	αποπαίρνω
intemperanza	ακράτεια
intempestivo	παράκαιρος
intendere	αντιλαμβάνομαι
intendimento	εμπειρία
intenditore	ειδήμων
intensificare	εντατικοποιώ
intensità	εξουσία
intenso	έντονος
intentare	συστήνω
intento	πολυάσχολος
intento	έμμονος
intenzionale	εσκεμμένος
intenzionalità	διαβούλευση
intenzionalmente	εκούσια
intenzione	πρόθεση
interattività	διαδραστικότητα
interazione	αλληλεπίδραση
intercambiabile	εναλλάξιμος
intercapedine	διάστημα
interconnessione	διασύνδεση
intercorrere	έχει
interdizione	απαγόρευση
interessamento	νοιάζει
interessante	ενδιαφέρων
interessarsi	άποψη
interessato	ενδιαφερόμενος
interesse	επιχείρηση
interezza	ολότητα
interfaccia	διεπιφάνεια
interfase	μεσοφάση
intergalattico	διαγαλαξιακός
intergovernativo	ενδοκυβερνητικός
interiezione	επιφώνημα
interiora	σπλάγχνα
interiore	εσωτερικός
interlinea	διάστιχο
interlocutore	συνομιλητής
interloquire	παρεμβάλλω
interludio	ιντερλούδιο
intermediario	διαμεσολαβητής
intermediazione	μεσιτεία
intermedio	διάλειμμα
interminabile	ατέλειωτος
intermittente	διακεκομμένος
internare	αιτία
internato	οικοτροφείο
internazionale	διεθνής
internazionalismo	διεθνισμός
internista	παθολόγος
intero	ολόκληρος
interpellanza	ανάκριση
interpretare	διερμηνεύω
interpretazione	βελτιστοποίηση
interprete	διερμηνέας
interpunzione	στίξη
interrare	ενταφιάζω
interrato	περιθωριακός
interrogare	ερωτώ
interrogatorio	ερωτηματικός
interrogazione	ανάκριση
interrompere	διακοπή
interrotto	κλειστός
interruttore	διακόπτης
interruzione	αιώρημα
intersecare	γινόμενο
intersessualità	διαφυλικότητα
interstellare	διάστερος
intervallo	απόσταση
intervenire	μεσολαβώ
intervento	έγγραφο
intervenuto	απονέμω
intervista	συνέντευξη
intervistare	παίρνω συνέντευξη
intervistatore	δημοσκόπος
intesa	νοημοσύνη
inteso	επιδιωκόμενος
intestazione	επικεφαλίδα
intestinale	έγκατα
intestino	έντερο
intimare	καλώ
intimidatorio	απειλητικός
intimidire	εκφοβίζω
intimità	οικειότητα
intimo	βαθύς
intimo	ενδόμυχος
intingere	βυθίζω
intitolare	διευθυντής
intollerabile	απαράδεκτος
intonaco	ασβεστοκονίαμα
intonso	άθικτος
intontimento	λήθαργος
intoppo	δυσκολία
intorno	γύρω από
intorpidire	ναρκωμένος
intorpidito	ναρκωμένος
intraducibile	αμετάφραστος
intralcio	εμπόδιο
intrallazzare	απεργάζομαι
intrallazzo	πλοκή
intramontabile	αιώνιος
intransigente	αδιάλλακτος
intransigenza	αδιαλλαξία
intrappolare	παγιδεύω
intraprendente	θαρραλέος
intraprendenza	πρωτοβουλία
intrattabile	αδιανόητο
intrattenere	συνδιαλέγομαι
intrattenimento	θέαμα
intravedere	βλέπω φευγαλέα
intreccio	ζυμώνω
intrepido	άφοβος
intricato	μπερδεμένος
intrigante	φιλοπράγμων
intrigare	πλοκή
intrigo	δολοπλοκία
intrinseco	ενσωματωμένος
introdurre	ρίχνω
introduttivo	εισαγωγικός
introduzione	εισαγωγή
introitare	εξαργυρώνω
introito	έσοδα
intrufolare	γλίστρημα
intruglio	μείγμα
intuitive	αυτονόητος
intuitivo	διαισθητικός
intuito	αισθητήριο
intuizione	διαίσθηση
inumare	ενταφιάζω
inutile	άχρηστος
inutilizzabile	ανεγχείρητος
inutilizzato	αχρησιμοποίητος
inutilmente	εις μάτην
invadere	εισβάλλω
invalicabile	αδιάβατος
invalidità	αδυναμία
invano	εις μάτην
invariabile	άκλιτος
invarianza	σταθερότητα
invariato	αδιάκοπος
invasione	εισβολή
invasore	εισβολέας
invecchiare	γηρατειά
invecchiato	υποτυπώδης
inveire	κάγκελο
inventare	εφευρίσκω
inventato	πλαστός
inventiva	δημιουργικότητα
inventivo	εφευρετικός
inventore	εφευρετικός
invenzione	εφεύρεση
inverecondia	αδιαντροπιά
inverecondo	ξεδιάντροπος
invernale	χειμερινός
inverno	χειμώνας
inverosimile	απίθανος
inversione	αναστροφή
inverso	αντώνυμο
invertebrato	ασπόνδυλο
invertebrato	ασπόνδυλο
invertire	μετεπιβιβάζομαι
investigare	αναδιφώ
investigatore	ερευνητής
investigazione	έρευνα
investimento	πλακώνω
investire	αναθέτω
investitore	επενδυτής
inveterato	αγέραστος
inviare	στέλνω
inviato	αντιπρόσωπος
invidia	ζηλεύω
invidiabile	αξιοζήλευτος
invidiare	ζηλεύω
invidioso	ζηλιάρης
invincibile	αήττητος
invio	αποστολή
inviolabile	απαράβατος
inviolato	απαραβίαστος
inviperire	τρελαίνω
inviperito	έξω φρενών
invisibile	άφαντος
inviso	αντιδημοτικός
invitare	προσκαλώ
invitato	επισκέπτης
invito	κάλεσμα
invitto	αδάμαστος
invocare	ικετεύω
involare	κλέβω
involontario	αθέλητος
involucro	κέλυφος
involuzione	απόκλιση
invulnerabile	άτρωτος
inzigare	ενόχληση
inzuppare	βουτώ
inzuppato	τσιγαρίδα
io	εγώ
iodio	ιώδιο
ione	ιόν
ionizzare	ιονίζω
ionosfera	ιονόσφαιρα
iper-	υπερ-
iperbole	υπερβολή
iperglicemia	υπεργλυκαιμία
ipermercato	υπεραγορά
iperonimo	υπερώνυμο
ipertensione	υπέρταση
ipertermia	υπερθερμία
ipertesto	υπερκείμενο
ipertrofia	υπερτροφία
ipertrofico	υπερτροφικός
ipnotico	υπνωτικός
ipo-	υπο-
ipocentro	υπόκεντρο
ipocondria	υποχονδρία
ipocondriaco	υποχόνδριος
ipocrisia	υποκρισία
ipocrita	υποκρίτρια
ipoglicemia	υπογλυκαιμία
iponimo	υπώνυμο
ipospadia	υποσπαδίας
ipossia	υποξία
ipostasi	υπόσταση
ipotalamo	υποθάλαμος
ipoteca	υποθήκη
ipotecare	υποθηκεύω
ipotecario	υποθήκη
ipotensione	υπόταση
ipotenusa	υποτείνουσα
ipotermia	υποθερμία
ipotesi	υπόθεση
ipoteso	υποτασικός
ipotetico	υποθετικός
ipotizzabile	εικάζω
ipotizzare	εικάζω
ippocampo	ιππόκαμπος
ippodromo	ιπποδρόμιο
ippogrifo	ιππόγκριφ
ippopotamo	ιπποπόταμος
ira	θυμός
iracondo	ευέξαπτος
irascibile	ευέξαπτος
iridato	ιριδίζων
iridescente	ιριδίζων
iridio	ιρίδιο
ironia	ειρωνεία
ironico	ειρωνικός
iroso	ευέξαπτος
irradiazione	ακτινοβολία
irraggiungibile	άφθαστος
irragionevole	άρρητος
irrazionale	άρρητος
irreale	ανύπαρκτος
irrealizzabile	ανέφικτος
irredentismo	αλυτρωτισμός
irrefrenabile	αδυσώπητος
irregolare	ακανόνιστος
irregolarmente	αντικανονικά
irremovibile	ακατάλυτος
irrequieto	ανήσυχος
irresolutezza	αβεβαιότητα
irresoluto	αβέβαιος
irresponsabile	ανεύθυνος
irretire	σιφώνι
irreversibile	αδιάστρεπτος
irriconoscibile	αγνώριστος
irridere	απογοητεύω
irrimediabile	ανεπανόρθωτος
irrinunciabile	αμετάκλητος
irripetibile	άρρητος
irrisorio	χλευαστικός
irrispettosamente	ασεβώς
irrispettoso	ασεβής
irritante	ενοχλητικός
irritare	εκνευρίζω
irritato	ενοχλημένος
irritazione	ενόχληση
irriverente	ασεβής
irrobustire	ενισχύω
irrompere	έφοδος
irrorare	βροχερός
irruente	χειμαρρώδης
irruenza	βούρλο
irruzione	διάρρηξη
irto	γεμάτος
ischemia	ισχαιμία
ischemico	ισχαιμικός
iscrivere	έκταση
iscriversi	εγγράφω
iscrizione	αφιέρωση
islam	Ισλάμ
islandese	Ισλανδικά
isola	νήσος
isolamento	απομόνωση
isolano	απομονώνω
isolarsi	κλείνω
isolato	απομονωμένος
isolatore	μονωτής
isolotto	νησάκι
isotopico	ισότοπο
isotopo	ισότοπο
isotropia	ισοτροπία
ispettore	επιθεωρητής
ispezione	επιθεώρηση
ispido	αγκαθερός
ispirare	εμπνέω
ispirato	εκστατικός
ispirazione	έμπνευση
israeliano	Εβραία
israeliano	ισραηλινός
istamina	ισταμίνη
istantanea	ξαφνικός
istantaneamente	αμέσως
istantaneo	στιγμή
istante	στιγμή
istanza	περίπτωση
isteria	υστερία
istintivamente	ενστικτωδώς
istinto	ένστικτο
istituire	ινστιτούτο
istituto	κολέγιο
istituto di credito	συστοιχία
istmo	ισθμός
istogramma	ιστόγραμμα
istologia	ιστολογία
istologico	ιστολογικός
istrione	θεατρίνος
istruire	εκπαιδεύω
istruttivo	εκπαιδευτικός
istruttore	εκπαιδευτής
istruzione	νοοτροπία
italiano	ιταλικά
italiano	ιταλός
italiano	ιταλικά
italico	πλάγιος
iter	υποπρόγραμμα
itifallico	ιθυφαλλικός
itinerario	δρομολόγιο
itterbio	υττέρβιο
itterizia	ίκτερος
ittico	αλιεία
ittiologia	ιχθυολογία
ittrio	ύττριο
ivi	εκεί
ivoriano	της Ακτής του Ελεφαντοστού
ivoriano	της Ακτής του Ελεφαντοστού
jazz	τζαζ
jihad	τζιχάντ
job	-πλαστική
jodel	λαρυγγισμός
joule	τζάουλ
joystick	πηδάλιο
judo	τζούντο
kafkiano	καφκικός
kalokagathia	καλοκαγαθία
kazako	καζακικά
kebab	κεμπάπ
ketamina	κεταμίνη
kilo-	χιλιο-
kiwi	ακτινίδιο
kolchoz	κολχόζ
la	η
la	λα
la	την
la maggiore	Λα ματζόρε
labbro	χείλι
labiale	χειλικός
labile	ενυπάρχων
labirinto	λαβύρινθος
laboratorio	εργαστήριο
laccio	κορδόνι
lacerante	επίπονος
lacerare	δακρύζω
lacerazione	λαβωματιά
lacerto	δύναμη
laconico	λακωνικός
lacrima	δάκρυ
lacrimare	κλαίω
lacuna	οπή
ladresco	κλέφτης
ladro	κλέφτης
lager	στρατόπεδο συγκέντρωσης
lager	αποθήκη
lagnarsi	παραπονιέμαι
lago	λίμνη
laguna	λιμνοθάλασσα
laido	αισχρή
lama	λεπίδα
lama	λάμα
lambello	τίτλος
lambire	επαφή
lamella	έλασμα
lamentare	παραπονιέμαι
lamentarsi	γκρινιάζω
lamentela	παράπονο
lamentoso	πένθιμος
lamiera	επίστρωμα
lamina	έλασμα
lampada	λάμπα
lampadario	πολυέλαιος
lampadina	λάμπα
lampante	αποσαφηνίζω
lampione	δρόμος
lana	μαλλί
lanceolato	λογχοειδής
lancetta	βελόνα
lancia	λόγχη
lanciabombe	γουδί
lanciare	άκατος
lancio	παστίλια
languido	άτονος
languire	εξασθενώ
languore	ακηδία
lanolina	λανολίνη
lantanio	λανθάνιο
lanugine	κάτω σε
lanzichenecco	Λάντσκνεχτ
laotiano	Λάος
lapalissiano	αυταπόδεικτος
laparoscopia	λαπαροσκοπία
lapidario	απευθύνομαι
lapidazione	λιθοβολισμός
lapide	πινακίδα
lapis	μολύβι
lapsus	γλίστρημα
lardo	λαρδί
larghezza	πλάτος
largo	ευρύς
larice	λάρικας
laringe	λάρυγγας
larva	καταστρέφω
lasagna	λαζάνια
lasciare	αφήνω
lasciarsi	αφήνω
lascito	κληρονομιά
lascivia	ασέλγεια
lascivo	σέξι
lassativo	καθαρτικό
lastra	πλάκα
lastrico	πλακόστρωτο
latente	λανθάνων
latenza	καθυστέρηση
laterizio	τούβλο
latice	κόμμι
latinismo	λατινισμός
latitante	φυγάς
latitudine	πλάτος
lato	γωνία
latrare	γδέρνω
latrato	αλύχτημα
latrina	εντοιχισμένο ντουλάπι
latta	γανώνω
latte	γάλα
latteo	γαλακτώδης
latteria	γαλακτοπωλείο
lattico	εξαντλώ
lattiero	εξαντλώ
lattiginoso	γαλακτώδης
lattosio	λακτόζη
lattuga	μαρούλι
laurea	δίπλωμα
laureare	κορυφή
laurenzio	λωρένσιο
lauro	δάφνες
lava	λάβα
lavaggio	βρέχω
lavaggio del cervello	πλύση εγκεφάλου
lavagna	μαυροπίνακας
lavanda	βρέχω
lavanderia	πλυντήριο
lavandino	νιπτήρας
lavapiatti	πλυντήριο πιάτων
lavare	πλένω
lavarsi	πλένομαι
lavastoviglie	πλυντήριο πιάτων
